Satellite 1,NORAD ID 1,Altitude Range [km],Satellite 2,NORAD ID 2,Altitude Range [km],"Conjunction Node Position [eci, km]",Collision Point A or B,Conjunction Point Altitude [km],Will they Collide?,Time Until Collision [days],Synodic Period [days],Collision Frequency [1/days],Inclination of Sat 1,Inclination of Sat 2
NIMBUS 2 DEB,26962,"[7421.93853838954, 7588.838869150757]",DELTA 1 DEB,7088,"[7517.620867678988, 7927.4337693973175]",[ -901.35024861 -1396.48682698  7338.97353919],0,1146.6979043387628,True,27.27091374020883,59.01782986111111,0.01694403203834058,100.2909,102.4054
PCSAT,26931,"[7169.339235151443, 7176.391596428247]",DIAMANT B-P4 DEB,7654,"[7170.525052069935, 7432.295208052898]",[ 3283.13263631  5522.91924245 -3184.07084766],0,792.6303249935927,True,6.65572600759698,69.20421875,0.014449986114466469,67.0498,49.8488
PICOSAT 9,26930,"[7169.393714308338, 7171.1174437495365]",SCOUT B DEB,3393,"[6994.819327956219, 7719.593939288975]",[-1822.57661966  2171.18377449 -6585.16478379],0,791.2576569289167,True,63.36885676297201,68.32722222222222,0.014635455203310867,66.9949,80.563
OV2-1/LCS 2 DEB,26913,"[6952.141153746796, 7050.192495123007]",DELTA 1 DEB,8978,"[7022.675721500775, 7080.241007003182]",[6174.35931385 -306.15307136 3335.74202524],0,646.3642277393501,True,1.4071989100153,50.53993634259259,0.019786332796728295,31.8338,97.7974
DELTA 2 R/B(1),26885,"[6564.299055416583, 9092.730903667056]",THOR ABLESTAR DEB,1942,"[7336.0460547225985, 7883.316052877363]",[ 3442.88935393 -6855.33339552   178.52509334],0,1295.255618398659,True,70.64256579506589,78.98625578703704,0.012660430476616118,26.8578,67.2608
DELTA 1 DEB,26842,"[7376.494242205778, 7435.915705953815]",COSMOS 422,5238,"[7357.732781496036, 7380.590446991097]",[ 2982.1557201  -2210.46150318  6377.60544733],0,1001.1071372920487,True,53.33627298211886,68.05664930555555,0.014693641403212143,99.6214,74.0141
DELTA 1 DEB,26842,"[7376.494242205778, 7435.915705953815]",THORAD AGENA D DEB,4614,"[7269.23336605006, 7397.257161868259]",[-3707.82508469  5786.37044865  2735.47395711],0,1018.6776926648072,True,57.31024303455243,63.79851851851852,0.015674345160691064,99.6214,100.051
DELTA 1 DEB,26839,"[7464.97510710431, 7591.263828044552]",DELTA 1 DEB,10747,"[7396.873731004226, 7674.019929982949]",[-1446.85399131    46.64802508 -7375.17149674],0,1137.760625484073,True,47.6503457702299,51.61204861111111,0.0193753208196568,100.0765,101.01139999999998
DELTA 1 DEB,26835,"[7389.3845035135255, 7419.35739712041]",THORAD AGENA D DEB,4748,"[7411.284078457887, 7419.335621893206]",[ 813.03477953 1113.80429429 7282.70448513],0,1033.9726980880205,True,22.582459706602318,33.171715856481484,0.030146164410865352,99.5003,100.0891
DELTA 1 DEB,26833,"[7489.188277492912, 8008.149166203726]",SL-16 DEB,22806,"[7220.016145843091, 7516.254983474423]",[-3195.10315683 -2152.71013939 -6431.98115167],0,1119.4110433595097,True,19.623586836909105,51.06828125,0.019581626315258064,99.709,71.0189
DELTA 1 DEB,26833,"[7489.188277492912, 8008.149166203726]",COSMOS 1275 DEB,18565,"[7439.379144820911, 7766.427147128794]",[  219.30819787  2202.31219985 -7185.79404575],0,1140.7665888987203,True,8.155636361249883,76.13102430555556,0.013135249513870344,99.709,82.36050000000002
DELTA 1 DEB,26830,"[7464.2334603275485, 7671.442376095769]",SL-8 DEB,6289,"[7537.0166023325655, 7550.621125271546]",[-2440.56365751  3937.78465802 -5953.76100076],0,1165.7193767775598,True,33.94035403237985,63.471741898148146,0.015755042639363517,99.6778,73.9926
DELTA 1 DEB,26826,"[7420.982208804998, 7883.366370698094]",THORAD AGENA D DEB,22532,"[7420.94760834367, 7427.164512888829]",[ -734.29757624 -1068.6746258  -7306.98720044],0,1043.0030966181475,True,17.25547790923854,53.12436342592593,0.018823754968741453,99.59789999999998,100.04510000000002
DELTA 1 DEB,26822,"[7464.0708860799205, 7948.7215194335695]",THOR ABLESTAR DEB,3166,"[7439.10923498877, 7500.9086188411375]",[ 723.41063424 2228.44709564 7095.83420098],0,1094.4905440193643,True,64.44605487936732,66.78133101851851,0.014974244818850634,99.7149,90.11000000000001
SL-8 R/B,26819,"[7335.361227905628, 7377.487055109556]",SL-16 DEB,20628,"[7215.806591268872, 7531.117958530405]",[-5416.66480215   907.58913715  4889.10141637],0,974.9091905450259,True,12.000236870630307,62.93833912037037,0.015888566714280263,82.9256,70.9828
COSMOS 2378,26818,"[7336.856952730126, 7387.428985212585]",COSMOS 1275 DEB,17617,"[7291.088931035741, 7567.619903543443]",[-7211.31533522   521.49239161  1422.86539789],0,990.6871340764965,True,3.4733894864462216,37.617864583333336,0.02658311446107581,82.92850000000001,82.8649
TRANSIT 5B-6 DEB,26815,"[7288.83033460855, 7424.258431464747]",COSMOS 1150,11667,"[7340.753983002699, 7386.592850020485]",[-2047.75088059  4063.63204698 -5780.30770203],0,978.3802610706825,True,30.583635909358104,50.07572337962963,0.01996975645102296,90.1006,82.9502
SL-12 DEB,26814,"[6833.768051417155, 13634.78437210144]",SL-8 DEB,21164,"[7860.132682590496, 8060.022972970589]",[-4569.9390446  -4803.3001296   4275.12787528],0,1510.6368816851445,True,101.77640233544726,111.74356481481482,0.008949061197906416,65.1457,74.0389
SL-12 DEB,26813,"[6974.958952916074, 13851.514899526741]",METEOR 1-22,8293,"[7175.384534127331, 7284.979634158771]",[ 701.69838262 3028.32309667 6509.5974463 ],0,835.5985309812795,True,9.638156882732353,95.10358217592592,0.010514851040523007,64.4804,81.2532
SL-12 DEB,26813,"[6974.958952916074, 13851.514899526741]",THOR ABLESTAR DEB,420,"[7126.215723522336, 7263.596701727439]",[ 291.81229448 3087.50140388 6457.40990993],0,785.3790416529691,True,37.42203476071569,117.74729166666667,0.00849276434171345,64.4804,66.8102
CZ-4 DEB,26759,"[7040.23865029706, 7167.343946482631]",NOAA 14 DEB,23457,"[7165.694305623068, 7169.594937826211]",[ -918.63987282  1227.32801873 -7001.35996392],0,789.099191577131,True,1.370171924253889,5.172420066550926,0.193333098846092,98.43040000000002,98.97370000000001
CZ-4 DEB,26759,"[7040.23865029706, 7167.343946482631]",COSMOS 886,9634,"[6961.307481728382, 8675.21234732284]",[-1255.48446729 -3057.09414354 -6348.85171208],0,779.3754108887761,True,6.743894460346122,57.17248263888889,0.017490931893165633,98.43040000000002,65.8412
CZ-4 DEB,26756,"[7092.720286142837, 7210.201626145995]",CZ-4 DEB,26454,"[7074.748380058964, 7211.3881327355875]",[-1040.33507059   188.17533643 -7130.75377862],0,830.5630539374306,True,36.38872154829074,39.497760416666665,0.025317891177901702,98.4056,98.37750000000001
CZ-4 DEB,26753,"[6961.849287284203, 7023.548667441064]",OV2-1/LCS 2 DEB,1687,"[6930.502950386117, 6976.789200121436]",[ 3418.91731402 -4922.600616    3568.84749243],0,597.367630421887,True,50.34987037638904,55.90396412037037,0.017887819150835826,98.4697,32.0233
OPS 4682 DEB,26733,"[7645.285583285443, 7689.869479599768]",COSMOS 886 DEB,9961,"[6923.069895209449, 8064.882050324085]",[ 3618.71831166  -382.94587633 -6747.4806439 ],0,1288.0396744019645,True,61.56513610101948,68.59747685185185,0.014577795655074508,90.13129999999998,65.8164
OPS 4682 DEB,26732,"[7638.997092330328, 7695.261554156017]",COSMOS 252 DEB,3565,"[6905.040168312337, 7843.381980361866]",[ 6096.43216435  -591.71321555 -4587.00601643],0,1274.1328501010703,True,12.116811363538602,26.988070023148147,0.037053409122708006,90.1553,62.31120000000001
CZ-4 DEB,26699,"[7014.296435132822, 7101.272335225137]",DMSP 5D-2 F10 (USA 68),20978,"[7096.664650098604, 7205.2995094617945]",[-1033.21236465   173.53421698 -7018.98467165],0,718.6078690058284,True,64.65322065354893,66.58929976851852,0.015017427777079147,98.4363,98.3587
CZ-4 DEB,26661,"[7073.874193448837, 7224.301005261914]",CZ-4 DEB,21911,"[7147.221544858579, 7233.061770050265]",[ -807.77252593   879.22332749 -7124.5441699 ],0,845.7580533689852,True,23.304634523148913,65.10056712962962,0.015360849284289319,98.3658,98.48479999999999
CZ-4 DEB,26659,"[6999.481579185072, 7024.904987152528]",THOR ALTAIR R/B,1583,"[6983.561892026298, 7250.049253334195]",[-284.47537894 2908.98974487 6383.38924309],0,642.604115133815,True,57.850704668500704,64.66003472222222,0.01546550360351604,98.5627,98.29320000000001
CZ-4 DEB,26656,"[7022.886287431904, 7102.579339405394]",COSMOS 2084,20663,"[6972.558627173384, 7037.768292789659]",[  767.6764661  -3178.66413901  6231.81260404],0,659.5274703439318,True,29.08736359311746,66.38586805555556,0.015063446924624706,98.4008,62.79950000000001
CZ-4 DEB,26654,"[7088.738368513526, 7346.302808230164]",SL-3 DEB,11290,"[7210.134635753464, 7257.881984202642]",[-1675.17013903  -573.04765759 -7031.80933862],0,873.1333154169915,True,42.402643896032956,62.01172453703704,0.016125982747064893,98.43340000000002,81.20069999999998
CZ-4 DEB,26654,"[7088.738368513526, 7346.302808230164]",THOR AGENA D R/B,815,"[7173.7072601518485, 7190.26173441809]",[1829.24823726  827.11981951 6898.81075565],0,806.8380279068524,True,31.731904361368766,66.53193865740741,0.015030375187912308,98.43340000000002,99.8542
CZ-4 DEB,26652,"[7031.4415450532215, 7139.834803588713]",SL-8 R/B,4071,"[7064.928049908752, 7085.079075055413]",[ -584.95303576 -6388.66583284  2977.68656452],0,694.6162442709401,True,51.22457908628948,60.938159722222224,0.016410078751284175,98.3826,74.0427
CZ-4 DEB,26651,"[7026.752793934129, 7134.170477408901]",PEGASUS R/B,26375,"[6779.894630985627, 8007.201422806274]",[-1463.7521299  -3219.19317639 -6193.99499034],0,754.2783654385757,True,9.642736310315813,25.117170138888888,0.03981340232479857,98.384,68.95140000000002
COSMOS 1579 COOLANT,26646,"[7270.8745576055835, 7349.644063729891]",THORAD AGENA D DEB,4820,"[7270.591138000251, 7314.558070288637]",[ -704.97511252  3247.64100537 -6487.87501853],0,911.3543584614072,True,30.672761539716372,59.32307291666667,0.01685684761146371,65.0389,99.70429999999999
COSMOS 1579 COOLANT,26634,"[7271.341580886075, 7343.631622843683]",METEOR 1-22,8293,"[7175.384534127331, 7284.979634158771]",[ 2498.0639606   2127.15706527 -6498.9391544 ],0,902.0642928311399,True,46.05319793403189,71.59329861111111,0.013967787759464995,65.0384,81.2532
COSMOS 1579 COOLANT,26634,"[7271.341580886075, 7343.631622843683]",THORAD AGENA D DEB,5129,"[7329.134097498198, 7660.871924774711]",[-1760.49828839 -2571.50443405  6636.26158235],0,953.4356189601394,True,40.53095578137597,52.0940162037037,0.019196062674255925,65.0384,99.3116
DELTA 2 DEB (DPAF),26623,"[7043.345048769419, 7063.259342188134]",CZ-4 DEB,26331,"[7044.937891334722, 7147.941292725118]",[1287.39089711 1443.54561741 6775.16564627],0,667.7177250100995,True,16.9294978968425,44.96466724537037,0.022239684206780415,98.1591,98.406
DELTA 2 DEB (DPAF),26623,"[7043.345048769419, 7063.259342188134]",CZ-4 DEB,26308,"[7046.39223420604, 7173.051933126554]",[1090.89445613  357.80115227 6952.84299712],0,668.855132925145,True,60.121863572503045,63.18252314814815,0.01582716153413556,98.1591,98.44690000000001
DELTA 2 DEB (DPAF),26623,"[7043.345048769419, 7063.259342188134]",SL-8 DEB,18650,"[7056.6769953606545, 7062.489856353505]",[-1346.87614871 -1790.17254757 -6696.25709469],0,682.9289385273205,True,7.054793332170774,51.10552083333334,0.01956735757103868,98.1591,74.0773
DELTA 2 DEB (DPAF),26623,"[7043.345048769419, 7063.259342188134]",COSMOS 1174 DEB,18644,"[7049.699869542137, 7095.084825715341]",[  329.72212577 -2956.74454513  6393.05243835],0,673.2582140607801,True,59.17197775521462,67.48111689814814,0.014818960413908658,98.1591,66.9567
DELTA 2 DEB (DPAF),26623,"[7043.345048769419, 7063.259342188134]",SL-8 DEB,14807,"[7056.492565778485, 7061.488919426099]",[-1439.92077974 -2394.98559524 -6485.13182323],0,683.4678188749112,True,35.37193304195343,56.427586805555556,0.017721828215796487,98.1591,74.082
DELTA 2 DEB (DPAF),26623,"[7043.345048769419, 7063.259342188134]",COSMOS 886 DEB,9797,"[7016.165236341864, 8501.89882977261]",[-1512.31387153 -2914.58004064 -6252.22492396],0,683.8872536530425,True,29.9142847629279,68.09520254629629,0.014685322351748995,98.1591,65.8289
MUNIN,26621,"[7076.495392229763, 8172.712123038337]",DELTA 1 DEB,10469,"[7080.843317760631, 8451.748300751335]",[3059.344854   6382.58628916  266.80344915],0,704.8131448713266,True,13.863522009083555,67.56146412037037,0.014801337019848438,95.4129,29.1186
SAC C,26620,"[7072.972601317773, 7082.283929063457]",ATLAS F BURNER 2 R/B,6218,"[7081.267255826701, 7097.49484905574]",[ -950.34928363   579.63498486 -6993.72651086],0,703.6248560138856,True,25.78795437176891,55.2108912037037,0.018112368378739686,98.2425,98.54790000000001
EO 1,26619,"[7077.227552337943, 7078.500152258587]",THORAD AGENA D DEB,5226,"[7074.349598678699, 7117.282122963009]",[ -368.15743573  2574.3269003  -6583.4112384 ],0,700.2810733428596,True,15.005859146640724,54.25340856481481,0.018432021626905378,98.2164,99.7
EO 1,26619,"[7077.227552337943, 7078.500152258587]",THORAD AGENA D DEB,4227,"[7038.17025049089, 7127.708520438303]",[  411.77051841 -2423.32410893  6636.72773008],0,699.1654281856518,True,38.98845321776986,63.85578125,0.015660289177027335,98.2164,69.8886
DELTA 1 DEB,26614,"[7149.380320286542, 7351.537617253791]",SL-16 DEB,22609,"[7221.994562852508, 7430.4237480837455]",[-924.03616683 2227.70747338 6855.07206756],0,888.8112230150464,True,58.951608281594375,64.35674768518518,0.015538386198316208,98.5412,70.9903
IRS B3 DEB,26602,"[7136.4082967539825, 7138.146937581525]",COSMOS 1275 DEB,13806,"[7131.862753754352, 7181.583371559856]",[-1521.32590488 -2599.18803771 -6470.43787966],0,758.8635827894332,True,12.795024274739445,34.10182581018518,0.02932394310985338,98.6087,82.9227
HETE 2,26561,"[6967.808572359773, 7006.227389429521]",DELTA 1 DEB,6251,"[6863.258833521344, 6987.556046252434]",[ 2255.80704115 -6595.30007755    65.88050913],0,592.586689927999,True,60.86030556190335,65.38848958333334,0.015293211486794868,1.9486999999999999,58.0785
DNEPR 1 DEB,26551,"[6953.435612732933, 7012.034726275413]",BLACK ARROW R/B,5581,"[6907.74979999382, 7742.3700583474965]",[ -129.34105972  3087.0899781  -6231.84934288],0,577.6375704526718,True,26.439997534386542,60.153188657407405,0.016624222627587303,64.5523,82.0456
COSMOS 1579 COOLANT,26519,"[7271.801113915778, 7352.017144207059]",COSMOS 839 DEB,10622,"[7327.917812324393, 8493.746651327241]",[ 1020.9394465  -3108.79202143  6562.23457826],0,954.6542725008785,True,2.582598937239654,29.095431134259258,0.03436965740035112,65.041,65.899
COSMOS 1579 COOLANT,26518,"[7257.0358971226, 7358.88253997599]",SL-16 DEB,22455,"[7181.101521958758, 7406.669304697174]",[  894.88406908  2950.02751966 -6611.33173388],0,916.599949278947,True,47.82345844167482,49.724392361111114,0.02011085410029241,65.0763,70.8965
COSMOS 1579 COOLANT,26514,"[7272.5018057285315, 7349.649739496292]",SL-8 R/B,25569,"[7347.672883474878, 7378.956662619646]",[-6968.91585857  -108.69541499  2326.68925735],0,969.7256713681436,True,43.20171992467628,47.45200810185185,0.02107392373898238,65.0431,82.9415
COSMOS 1579 COOLANT,26513,"[7267.6427518400915, 7352.789223578535]",COSMOS 1375 DEB,17796,"[7248.451332108492, 7316.784134299144]",[ 1977.95291537  2702.74282572 -6463.71583719],0,901.7489154033283,True,6.324803029786965,50.61134259259259,0.019758416765382522,65.0514,65.8302
COSMOS 1579 COOLANT,26513,"[7267.6427518400915, 7352.789223578535]",DELTA 1 DEB,12292,"[7241.491053363363, 7332.87377829434]",[ 3146.39178046  2337.10000298 -6129.14032866],0,897.0385187376005,True,58.3740327307984,60.690416666666664,0.01647706598378382,65.0514,98.6306
COSMOS 1249 COOLANT,26511,"[7247.5309585315035, 7370.9106053304995]",SL-16 DEB,26075,"[7218.224264343154, 7501.182785771023]",[1050.19629339 2994.03577083 6644.0850562 ],0,984.6769108443714,True,54.8048117445644,56.07138888888889,0.017834407526119974,64.9358,71.0663
COSMOS 1249 COOLANT,26511,"[7247.5309585315035, 7370.9106053304995]",NADEZHDA 1,20103,"[7332.718582678, 7387.50578575487]",[1196.25698217 2912.20171066 6654.96395315],0,983.9615315820511,True,24.21360898614215,48.65758680555555,0.020551779602144663,64.9358,82.9598
COSMOS 1249 COOLANT,26510,"[7263.000391195728, 7354.307404340547]",THORAD AGENA D DEB,5183,"[7348.4770825117785, 7398.808092084158]",[3678.54194639  921.47443502 6295.94647493],0,971.6744262181,True,26.528226265596228,27.276744791666665,0.03666126613119578,64.96220000000001,100.0879
COSMOS 1249 COOLANT,26508,"[7260.064771857074, 7354.982194379297]",COSMOS 1375 DEB,16377,"[7261.21596670075, 7339.898452080678]",[-3135.83597384 -1215.70857364 -6437.56948497],0,885.0383017966824,True,22.691949076371287,50.22361689814815,0.019910951495746856,64.96210000000002,65.8284
COSMOS 1249 COOLANT,26508,"[7260.064771857074, 7354.982194379297]",THORAD AGENA D DEB,4612,"[7226.0568803511105, 7371.082378313798]",[3904.33672496  377.85309854 6214.02622595],0,970.3825898731629,True,5.736648143142226,39.07080729166667,0.0255945568909012,64.96210000000002,99.7758
COSMOS 1249 COOLANT,26508,"[7260.064771857074, 7354.982194379297]",THOR ABLESTAR DEB,147,"[7184.515800279454, 7272.601570709151]",[-2695.48115527 -1674.48608269 -6531.85371157],0,883.7246902861261,True,7.580689981974897,30.652236689814814,0.03262404665993859,64.96210000000002,66.5885
COSMOS 1249 COOLANT,26505,"[7259.6048987602935, 7354.94290133421]",THORAD AGENA D DEB,17658,"[7253.422829180367, 7343.8456085176895]",[-2812.57535268  5373.88429724  4138.02366406],0,964.3729522517178,True,26.878567979626375,40.50780671296296,0.024686599476638378,64.9612,70.362
COSMOS 1249 COOLANT,26504,"[7254.470509799172, 7358.955041145874]",COSMOS 1275 DEB,12719,"[7305.946523480574, 7333.147423944283]",[ 5618.87258199 -4668.02078324   124.36835723],0,927.8615363858089,True,25.386489836830805,54.74758101851852,0.01826564720113839,64.9924,82.9618
COSMOS 1249 COOLANT,26503,"[7257.528536022744, 7357.929424482435]",SL-8 R/B,10777,"[7330.94286084672, 7369.678999448597]",[-1854.07927393  5229.03691482  4827.96047228],0,976.4288833480696,True,23.272025866188883,33.17201099537037,0.030145896193618297,64.94790000000002,82.9414
TITAN 4B R/B,26474,"[6940.707269206766, 7042.547312324055]",IRIDIUM 921,24873,"[6973.846425051144, 6986.1172331066655]",[-3093.01953641   263.68028917  6258.28448308],0,607.736017649222,True,30.431400855792425,53.80361111111111,0.01858611307584683,67.9911,86.3913
TITAN 4B R/B,26474,"[6940.707269206766, 7042.547312324055]",PEGASUS DEB,24076,"[6934.242297142403, 7085.618944931446]",[ 3099.41435273  -267.56920907 -6267.01871707],0,618.5397977115827,True,33.800613341453534,34.410069444444446,0.029061260733998645,67.9911,81.9059
TITAN 4B R/B,26474,"[6940.707269206766, 7042.547312324055]",LANDSAT 4,13367,"[6950.545460394536, 6966.154430992717]",[  119.44207257  4205.62150808 -5543.03047976],0,580.7929161206293,True,35.34088353735594,37.507647569444444,0.026661229503890525,67.9911,98.246
CZ-4 DEB,26459,"[7045.520755303849, 7138.861079970875]",THORAD AGENA D DEB,4191,"[7030.77392741004, 7056.570672842023]",[  533.33133374 -2737.75257185  6474.91198085],0,671.9847447618386,True,7.300155980376101,53.17987847222222,0.01880410464875989,98.3905,70.4929
CZ-4 DEB,26459,"[7045.520755303849, 7138.861079970875]",SL-8 R/B,4071,"[7065.005318955855, 7085.074376988613]",[ -450.61010773 -6134.55933257  3488.68246629],0,693.4097208059311,True,0.8405081689896109,18.91910445601852,0.05285662449428896,98.3905,74.042
CZ-4 DEB,26454,"[7074.748380058964, 7211.3881327355875]",DELTA 1 DEB,21369,"[7211.186526692606, 7408.621181873712]",[ -539.16622984  1758.08514537 -6972.89843097],0,833.164971928446,True,36.59993060916166,59.246684027777775,0.01687858175372567,98.37750000000001,99.6551
CZ-4 DEB,26449,"[7081.08031578611, 7223.60649327689]",THORAD AGENA D DEB,4649,"[7022.862056686926, 7217.6956712981255]",[2381.54393904 4136.64990226 5277.51964525],0,737.7492802479028,True,0.7817029636465573,61.80070023148148,0.016181046432392956,98.34580000000001,99.87450000000001
CZ-4 DEB,26449,"[7081.08031578611, 7223.60649327689]",THORAD AGENA D DEB,4208,"[7202.064620520609, 7224.804251236272]",[-1735.06805912 -1796.96879183 -6762.54887364],0,830.9978494070838,True,21.839413546939962,49.46843171296296,0.020214912124209405,98.34580000000001,70.0933
CZ-4 DEB,26448,"[7069.185474991838, 7252.250664589652]",OV2-1/LCS 2 DEB,3494,"[7071.508633211213, 7116.009201652046]",[-2114.44360895 -5744.71404393  3574.27351944],0,710.4483605441028,True,9.453504066011346,63.933368055555555,0.015641284518767097,98.32969999999999,31.8931
CZ-4 DEB,26444,"[7040.671677821607, 7175.655706334166]",ARIANE 1 DEB,17122,"[7161.232013380145, 7177.78641015011]",[-1052.43955903  2435.58954105 -6666.97413157],0,797.395698613821,True,5.1837437028315385,64.68043981481482,0.015460624616392199,98.4723,98.5204
CZ-4 DEB,26443,"[7081.6015665902005, 7234.843361455508]",CZ-4 DEB,20798,"[7227.5380862556185, 7241.445673445443]",[ -674.76202135  1157.61230405 -7105.9534112 ],0,853.0415978605206,True,7.482694454168051,22.11384693287037,0.0452205354878162,98.36620000000002,98.9012
CZ-4 DEB,26442,"[7079.1469575685205, 7190.396600006442]",SL-8 DEB,14346,"[7079.155662002158, 7091.786222503818]",[  738.24938294 -1826.19880747  6799.58619174],0,701.0145462514802,True,0.6258151215264718,19.922748842592593,0.0501938767536994,98.441,74.0473
CZ-4 DEB,26441,"[7076.297430039938, 7205.878181142638]",DMSP 5D-2 F15 DEB,25993,"[7198.365137726586, 7207.090522219815]",[ -673.40252776  1241.07637759 -7065.00855689],0,826.5897434883873,True,63.26993571560554,65.13034722222223,0.015353825714885853,98.3877,98.82619999999999
CZ-4 DEB,26441,"[7076.297430039938, 7205.878181142638]",CZ-4 DEB,20860,"[7027.014725732401, 7133.47755484547]",[1242.18541044  453.90202662 6957.73056102],0,704.1695595453666,True,59.69706709710109,64.57427083333333,0.015486044009401321,98.3877,98.7089
CZ-4 DEB,26436,"[7112.261148695137, 8228.239626703195]",ORBCOMM FM 15,25415,"[7188.376381506312, 7191.683795346988]",[-6787.9721495    -57.75682329 -2370.42456846],0,812.0517588455341,True,53.61754946286694,54.705497685185186,0.018279698427290065,99.44460000000001,44.9945
CZ-4 DEB,26429,"[7061.117093405461, 7183.588801276165]",SL-6 R/B,23753,"[7179.569164521673, 7184.540582905257]",[ -931.81114042   611.77514005 -7095.60482172],0,804.4912522118257,True,23.402475000065436,61.20469328703704,0.016338616310193926,98.416,98.3168
