Satellite 1,NORAD ID 1,Satellite 2,NORAD ID 2,"Conjunction Node Position [eci, km]",Collision Point A or B,Conjunction Point Altitude [km],Will they Collide?,Time Until Collision [days],Synodic Period [days],Collision Frequency [1/days]
GGSE 3,01292,TIANQI 28,59912,[ 2288.10806803  5049.57409693 -4715.0606162 ],0,899.7354792371025,False,,28.653682456621976,0.03489952823738703
DODECAPOLE 2,01510,ROCSAT 2,28254,[ 1410.61017932   546.96559553 -7105.60974893],0,886.8938288748877,False,,33.62453683531362,0.029740186605329427
OPS 8464 (TRANSIT 5B-7),01514,YAOGAN 15,38354,[-1384.76918662 -1604.40852509 -7245.46269393],0,1171.0689535047277,False,,5.889577164463844,0.16979147603901623
OPS 8464 (TRANSIT 5B-7),01514,YAOGAN 16A,39011,[ 2316.11085052  2707.17258699 -6618.85225171],0,1138.8050405524282,False,,10.308023454729149,0.09701180875187247
COSMOS 80,01570,COSMOS 2115,21029,[-2025.03720348 -4912.70166953 -5690.84313621],0,1407.9558803174723,False,,8.823545431862362,0.11333312756445259
COSMOS 82,01572,COSMOS 2408,28419,[ 6240.33680188  -530.24889695 -4755.23381664],0,1485.537114081235,False,,88.0015105822801,0.011363441302124182
COSMOS 86,01584,COSMOS 738,07827,[ 2161.9911123  -4097.31462957 -6379.35498298],0,1506.0575049994095,False,,13.877214772627715,0.07206056952959052
COSMOS 89,01587,COSMOS 1198,11881,[ 2251.08332362 -3926.13169025 -6442.07498958],0,1494.8785301438265,False,,18.963471518654192,0.05273296078812939
A-1 (ASTERIX),01778,YAOGAN-40 01B,57832,[-6597.31399522  -519.21237719  2902.26919797],0,848.1538830634627,False,,1.5293885271807517,0.6538560883828406
ALOUETTE 2,01804,FIRST-MOVE,39439,[-1224.2388324    -54.83282946  6807.62523867],0,539.046244471082,False,,0.3592428046518761,2.7836326491467216
EXPLORER 31 (ISIS-X),01806,COSMOS 2221,22236,[ 1273.10376845   681.72154022 -6817.29715076],0,590.5778969116154,False,,0.3498046949931972,2.858738073882763
OPS 1593 (TRANSIT 11),01952,YAOGAN-31 A,43275,[-3379.01900373  1130.01413629 -6607.70604301],0,1129.0953455141744,False,,4.359135607235593,0.2294032785628718
OPS 1593 (TRANSIT 11),01952,YAOGAN-31 B,43276,[-3378.81415995  1129.94720404 -6607.82620196],0,1129.0988355448508,False,,4.358906009790731,0.2294153619632669
ESSA 1 (OT-3),01982,HEAD-3B,57627,[-6011.08501898  3279.70726735 -1787.02120362],0,698.9391439440378,False,,9.989874998656495,0.10010135263298957
OPS 1117 (TRANSIT 12),02119,SSU 2,08836,[ 1298.7240691  -2992.61526861  6490.51824666],0,886.2451406763557,False,,14.821540180785206,0.06746937145549894
OV1-4,02121,NINGXIA-1 2,44780,[ 1092.11542731 -6833.47565525  2224.94247197],0,891.0766016742755,False,,6.612475749727721,0.1512292880682665
OV1-5,02122,COSMOS 1861,18129,[-1892.15147138 -6301.15604058 -3298.24306062],0,981.5660147420604,False,,11.433296210496875,0.08746384083724718
OAO 1,02142,KITSAT B,22828,[ 4802.69086748 -4413.43530921  2953.32831405],0,782.0557908234323,False,,83.55259748636244,0.011968508820605142
OPS 1527 (OV3-1),02150,PAKTES 1A,43529,[ 642.23752363 -742.94417771 6880.10988053],0,571.8451102230893,False,,0.39451028821757317,2.5347881408063513
ESSA 3 (TOS-A),02435,COSMOS 979,10586,[1301.14270882 1958.38322601 7469.08650193],0,1452.4208304463036,False,,28.86023227460072,0.03464975577760956
OPS 6073 (DMSP 4A F2),02669,HAIYANG 3A,58349,[-1697.66900967  -508.63334049  6921.93517947],0,767.2064050173585,False,,15.651840954359413,0.06389024798526821
DIADEME 1,02674,SACI 1,25941,[ 1101.13681332 -6546.90675483  2471.31091048],0,705.9161453523475,False,,9.546037757669964,0.10475550436583272
DIADEME 1,02674,STARLINK-5077,55391,[ 5195.8145566  -4411.77176719 -1350.74538216],0,570.7216176657366,False,,2.980506429390827,0.3355134517204802
OPS 7202 (DMSP 4A F3),02920,METEOR 1-10,05731,[1064.49573643  403.65091735 7125.31431764],0,837.6904978729362,False,,29.77348011753421,0.03358693696713941
OPS 7202 (DMSP 4A F3),02920,COSMOS 2227,22284,[ 1116.08258223 -3007.0346744  -6481.21210503],0,853.4596184828133,False,,57.94545490476692,0.01725760892969941
OPS 7202 (DMSP 4A F3),02920,COSMOS 2333,24297,[ 2218.54762232 -1143.30151274  6778.27980609],0,845.1689050654013,False,,59.635981887914035,0.01676840002197838
OPS 7202 (DMSP 4A F3),02920,ORBCOMM FM 3,25158,[-4508.00704977  5574.55557194  -548.77359652],0,812.1981784728596,False,,5.655645829734942,0.17681446648275465
ESSA 6 (TOS-D),03035,COSMOS 682,07440,[-4789.46414526  -805.53009183  6157.03047616],0,1463.993994643125,False,,33.102658826233714,0.03020905375756416
ESSA 6 (TOS-D),03035,COSMOS 793,08609,[-7392.32741863   248.0300641   2539.90196774],0,1442.4300126388007,False,,59.77865419721795,0.016728379275666918
COSMOS 198,03081,WILDFIRE 1,57764,[ -230.37938993 -4013.44057034  6121.10263424],0,945.1603378511281,False,,13.508140916574266,0.0740294320422003
COSMOS 198,03081,WILDFIRE 10,57766,[ -218.23726734 -4023.03837558  6115.2470896 ],0,945.162721329677,False,,13.302231184990521,0.07517535863670322
COSMOS 198,03081,WILDFIRE 8,57768,[ -230.93547817 -4013.0004923   6121.37007014],0,945.1602250608821,False,,12.998676062489022,0.07693091167074728
COSMOS 203,03129,COSMOS 457,05614,[-2723.00519317  -384.86292828 -7040.46808862],0,1180.509619129386,False,,45.70022895607314,0.02188172844738252
COSMOS 220,03229,LATINSAT B,27606,[-1994.0250634   2421.94854885  6254.77574735],0,619.4417022528551,False,,24.15087361549326,0.04140636963784533
COSMOS 220,03229,IRIDIUM 175,43928,[-2028.43836296 -1387.1525327  -6586.93898201],0,652.3996681531571,False,,15.758394626443128,0.06345824074756737
ESSA 7 (TOS-E),03345,COSMOS 535,06270,[-668.3303339  2066.05693478 7537.85154389],0,1466.3905174792571,True,65.36137685386564,15.941744778926838,0.06272839101789444
ESSA 7 (TOS-E),03345,COSMOS 1161,11696,[1283.50096525 5140.57369002 5789.92744061],0,1470.3203526534498,False,,12.6260383275676,0.07920140696996043
COSMOS 249,03504,STARLINK-2566,48287,[-1216.71372188 -4650.33702922 -4987.22701105],0,548.6485421245616,False,,0.47745119109531736,2.094454927855363
COSMOS 249,03504,STARLINK-2540,48290,[-1214.95130686 -4649.5170733  -4988.34154345],0,548.5913007116424,False,,0.4774314144536604,2.0945416864626116
COSMOS 249,03504,STARLINK-2542,48292,[-1210.60587754 -4647.49371369 -4991.08719611],0,548.4504480048481,False,,0.47746472103598897,2.094395577185743
COSMOS 249,03504,STARLINK-2550,48293,[-1213.41663291 -4648.80275499 -4989.31160671],0,548.5415099231468,False,,0.4774236744597767,2.094575643178019
COSMOS 249,03504,STARLINK-3716,52092,[ -966.95162006 -4530.27374093 -5139.72972052],0,541.1905020277682,False,,0.47197999144886377,2.1187338830407687
COSMOS 249,03504,STARLINK-3673,52093,[ -965.0677796  -4529.33881071 -5140.83861278],0,541.13921843562,False,,0.4719807167553241,2.118730627120943
COSMOS 249,03504,STARLINK-3714,52094,[ -965.84945391 -4529.72680043 -5140.37856749],0,541.1604889048476,False,,0.4719871022621993,2.118701962844056
COSMOS 249,03504,STARLINK-3665,52098,[ -964.97072136 -4529.29062991 -5140.89572788],0,541.1365782308221,False,,0.47197516975692755,2.1187555279973966
COSMOS 249,03504,STARLINK-3702,52100,[ -964.02524684 -4528.82122509 -5141.45201846],0,541.1108694338718,False,,0.4720104702427174,2.118597071556018
COSMOS 249,03504,STARLINK-3747,52306,[ -961.13616721 -4527.38618717 -5143.15091165],0,541.032426555742,False,,0.47196721907894806,2.1187912201858357
COSMOS 249,03504,STARLINK-3749,52313,[ -963.66189592 -4528.64080107 -5141.6657627 ],0,541.1009943557137,False,,0.47197200172303594,2.1187697497929614
OPS 4078 (DMSP 4B F2),03510,OPS 9845 (DMSP 5D-2 F6),13736,[1095.73981471 -532.87567237 7060.53174273],0,786.8943267707709,False,,45.477879471173544,0.021988712130561333
OPS 7684,03605,COSMOS 2216,22187,[1135.55927668 1623.59907098 7528.10088217],0,1406.4634822382968,False,,51.66231426577241,0.01935646929898619
ESSA 8 (TOS-F),03615,COSMOS 1193,11876,[4370.37720076 4274.98442765 4832.24167282],0,1414.7048139991775,False,,72.95354632597571,0.01370735283425066
ESSA 8 (TOS-F),03615,GLOBALSTAR M075,37192,[4035.01629725 4138.55652345 5225.33289679],0,1413.8618121186382,False,,18.728202057309144,0.05339540853627886
OPS 2644,03673,COSMOS 2161,21732,[ 4995.74954256 -3643.92063758 -4703.73590027],0,1391.2214876657627,False,,58.6330993988254,0.017055213015398484
ESSA 9 (TOS-G),03764,COSMOS 739,07828,[  290.99410346  3942.19764952 -6727.50843579],0,1424.882136088967,False,,23.413018209398253,0.042711281008553974
ESSA 9 (TOS-G),03764,COSMOS 1232,12111,[ 1037.82147383  1885.62863277 -7498.27703526],0,1423.0785952833257,False,,15.633355094133925,0.06396579582429034
COSMOS 272,03818,ONEWEB-0183,48219,[ 1425.66152256  1579.9447361  -7277.45697652],0,1204.2236969847245,False,,30.70302257265586,0.03257008321032864
COSMOS 272,03818,ONEWEB-0187,48221,[ 1425.51240839  1580.13767695 -7277.44419937],0,1204.2236039023292,False,,30.734384741240625,0.03253684784710071
COSMOS 272,03818,ONEWEB-0182,48228,[ 1426.06147915  1579.42720925 -7277.49121089],0,1204.2239465863458,False,,30.702701599046488,0.03257042370600561
COSMOS 272,03818,ONEWEB-0199,48234,[ 1426.60439027  1578.72466437 -7277.53759589],0,1204.2242852489635,False,,30.721797301454245,0.03255017895559984
COSMOS 272,03818,ONEWEB-0207,48242,[ 1426.35680611  1579.04505228 -7277.51645513],0,1204.2241308302382,False,,30.723282438174227,0.03254860550829303
COSMOS 272,03818,ONEWEB-0366,49292,[ 1425.75145973  1579.82836345 -7277.46467937],0,1204.223753120301,False,,30.732682212292726,0.032538650323205805
COSMOS 272,03818,ONEWEB-0374,49300,[ 1426.07911324  1579.4043909  -7277.49271905],0,1204.2239575890844,False,,30.73556437527614,0.032535599079625346
COSMOS 272,03818,ONEWEB-0379,49305,[ 1425.99132745  1579.51798442 -7277.48521011],0,1204.2239028135582,False,,30.726782864837173,0.03254489753772337
COSMOS 272,03818,ONEWEB-0383,49309,[ 1426.27895042  1579.14579993 -7277.50980294],0,1204.2240822639205,False,,30.735589964061482,0.03253557199225003
COSMOS 272,03818,ONEWEB-0652,55814,[ 1425.63418962  1579.98010282 -7277.454635  ],0,1204.2236799235225,False,,30.707315460630447,0.032565529907102764
COSMOS 272,03818,ONEWEB-0653,55815,[ 1426.32543105  1579.08565269 -7277.51377461],0,1204.2241112589354,False,,30.732996997168403,0.032538317043799385
COSMOS 272,03818,ONEWEB-0661,55821,[ 1424.85062924  1580.99391905 -7277.38740379],0,1204.223190635883,False,,30.71636380399232,0.03255593684139222
OPS 1127 (DMSP 4B F3),04047,IRS 1D,24971,[-166.07107274 1785.19242563 6960.01109988],0,809.2279849913775,False,,17.362700145013935,0.05759472844937491
SOICAL (CONE),04132,COSMOS 972,10539,[2603.35715167  865.36016503 6635.81663321],0,802.555623621126,False,,2.517616324546427,0.3972011105306762
COSMOS 304,04138,SINOD-D 3,40977,[-2037.42025034  3240.85100607  5985.93276591],0,727.3210763492289,False,,2.624848583720481,0.38097435646462785
AZUR (GRS A),04221,SAUDICOMSAT 7,31119,[ 2740.64925895  1271.53121672 -6402.84344567],0,701.8555200917235,False,,7.648353602036868,0.1307470930389104
TIMATION 2,04257,COSMOS 1670,15930,[-2231.97038158 -2346.9262877  -6506.48172914],0,890.0161857151043,False,,7.979453131853147,0.12532187149619364
OPS 0054 (DMSP 5A F1),04331,STARLETTE,07646,[-3848.53488186 -5504.43652092  2558.35779427],0,809.1577659939312,False,,1.9010631085706093,0.5260214642489645
DFH-1,04382,STARLINK-30862,59032,[-1065.33469617  5736.55987977 -3621.838297  ],0,489.36994188140125,True,39.404927955419986,0.4691172988136823,2.1316630244265764
DFH-1,04382,STARLINK-31210,59033,[-1064.94892579  5737.13089785 -3620.95878404],0,489.323326398242,False,,0.46910099662473326,2.1317371039396233
COSMOS 337,04384,COSMOS 680,07438,[  933.9247325  -2648.10241384  7339.28781049],0,1480.1045656963179,False,,13.518189462545992,0.07397440336005334
COSMOS 339,04386,COSMOS 1228,12107,[2112.41666901 6387.2811808  4025.19458127],0,1461.7612516743366,False,,14.747934830914343,0.06780610380131454
COSMOS 340,04387,COSMOS 1158,11693,[  533.97337173 -2348.29498883 -7455.41455328],0,1456.7190809555268,False,,25.07194747710019,0.03988521437807589
COSMOS 341,04388,COSMOS 1055,11132,[-6790.24729487 -1033.92851176 -3788.25935842],0,1465.9387720432896,False,,5.742660606571526,0.17413531262071544
COSMOS 341,04388,COSMOS 1619,15471,[-829.27031576 2127.99052891 7415.75189692],0,1381.4722207332197,False,,48.95251764543876,0.020427958521826443
NNSS 19 (TRANSIT 19),04507,WILDFIRE 9,57765,[1898.98526119 2703.9577441  6536.60432399],0,946.2561801540578,False,,2.9343046579585224,0.34079624189252655
COSMOS 372,04588,POSAT 1,22829,[ 3093.64485938 -3422.63969284  5469.31140558],0,777.3104918070658,False,,20.594343633839365,0.04855702215033749
COSMOS 372,04588,HAIYANG 1C,43609,[ 2831.74111937 -2256.35172518  6170.87205482],0,776.6867710459464,False,,42.59583469068169,0.023476473867966273
COSMOS 385,04799,COSMOS 1349,13127,[ -888.36338278 -2013.87638655 -7015.68374165],0,974.8705933795636,False,,35.56657889355703,0.02811628306992305
COSMOS 385,04799,COSMOS 2230,22307,[1354.60324092 1995.46857036 6941.53931466],0,970.5925735822129,False,,33.63985775592556,0.02972664174906783
COSMOS 394,04922,STARLINK-31421,59218,[ 3942.11214373  1070.48311764 -5449.91138264],0,432.85283481882925,False,,21.393621064384448,0.04674290513936299
TANSEI 1 (MS-T1),04952,COSMOS 1709,16368,[-5272.01027872 -3837.85188528 -3429.16525654],0,989.657282263378,False,,5.593247935878031,0.1787869966545689
COSMOS 407,05174,ORBCOMM FM 22,25476,[ 5024.02067637  1739.86610527 -4777.895134  ],0,770.160583839307,False,,61.982170776615646,0.016133671787714726
COSMOS 411,05210,COSMOS 1292,12641,[-2626.49385711  -647.0895929   7362.49602946],0,1465.69445520296,False,,6.146475891325278,0.16269485436546374
COSMOS 412,05211,COSMOS 2509,40922,[  110.77972612  2453.00865442 -7468.24100101],0,1483.5613751708752,False,,31.885940727284712,0.03136178444766106
COSMOS 413,05212,COSMOS 1322,12977,[-3102.95581161  1198.56435116  7118.65904805],0,1479.4931062647547,False,,6.606319081300737,0.15137022412836698
COSMOS 414,5213,COSMOS 1640,15622,[  958.87926658 -1924.92534636 -7507.26016848],0,1431.208812306546,False,,59.01709069842472,0.01694424425476961
COSMOS 415,05214,COSMOS 2128,21103,[7312.1759954  2710.42335278  658.79974826],0,1448.131205601523,False,,22.5603206261504,0.04432561117242578
COSMOS 417,05216,COSMOS 1562,15001,[ 2693.88396439  6636.76958296 -3160.49381484],0,1450.9490012748765,False,,8.697749777751897,0.11497226587937892
COSMOS 418,05217,COSMOS 1522,14611,[ -687.62083583  2191.5049266  -7518.65054393],0,1483.6551857011373,False,,13.294250023334241,0.07522048992946477
COSMOS 418,05217,COSMOS 2125,21100,[ 2628.69189789  4230.21697586 -6060.20813774],0,1466.1621241263138,False,,21.653040757904602,0.04618289002365373
COSMOS 418,05217,COSMOS 2213,22184,[6198.95963387 3775.77257978 2822.93122871],0,1409.9714841884625,False,,12.267083460734408,0.08151896929705342
COSMOS 422,05238,COSMOS 1011,10917,[-1760.70844656 -1120.85432962  7077.02686885],0,1000.3953515989961,False,,29.62991341643974,0.033749676752182614
COSMOS 422,05238,COSMOS 1226,12091,[ -207.06554991  2879.46411398 -6768.56882858],0,980.5130096282564,False,,38.86642877257133,0.025729145475431904
RIGIDSPHERE 2 (LCS 4),05398,COSMOS 783,08458,[ 1870.43415191  -603.80258234 -6872.69935159],0,770.2234053258298,False,,32.87772470335509,0.030415730073253894
RIGIDSPHERE 2 (LCS 4),05398,IRIDIUM 911,24842,[ 1889.92241993 -1242.14866536  6750.55429842],0,741.3204307806809,False,,9.373107584600275,0.10668820249571967
RIGIDSPHERE 2 (LCS 4),05398,IRIDIUM 181,56726,[ 1727.27790944 -1164.7447896   6808.6615068 ],0,742.2521665656723,False,,13.572194552050744,0.07368005197426979
EOLE 1 (CAS-A),05435,HJ-2A,46478,[ 6885.37262994 -1334.00137896  -233.43082331],0,639.2933444097052,False,,5.113027842868734,0.19557882936130003
SHINSEI (MS-F2),05485,YAOGAN-34 03,54249,[-363.17785024 6905.86593287 2711.93531304],0,1050.1542509424153,False,,1.3834039447640347,0.7228546685766236
COSMOS 445,05548,GONETS-M 25,54152,[ 2386.78078581  -183.10382232 -7506.07171687],0,1500.5380717501375,False,,6.5624408188282315,0.1523823265774695
COSMOS 446,05549,COSMOS 2039,20233,[-3437.19147509 -2719.43609535 -6411.77967104],0,1388.6296720662613,False,,8.371805460260607,0.11944854723951874
COSMOS 446,05549,GONETS-M 24,54151,[3271.10847016 2120.74721426 6840.3048326 ],0,1495.213421036533,False,,8.723716381598976,0.11463004484067252
COSMOS 447,05550,COSMOS 1436,13768,[-2668.33198142 -1055.33394952  7291.8156453 ],0,1458.0896315161226,False,,14.037125081037052,0.07123965870696086
COSMOS 448,05551,COSMOS 535,06270,[2904.74270073 3372.8439927  6453.28875094],0,1461.5498888377651,False,,7.93628632870997,0.12600351834364176
COSMOS 449,05552,COSMOS 565,06676,[-1986.85681589  5732.00750282 -5003.82130321],0,1485.9517835309143,False,,9.760099044244999,0.10245797665236253
OPS 4311 (DMSP 5B F1),05557,COSMOS 1624,15482,[-1812.01996292  1853.75639366 -6661.12080541],0,769.7520590227314,False,,18.164294156733664,0.05505306131751292
PROSPERO (BLACK ARROW),05580,STARLINK-1480,45741,[ 3694.35465228 -4728.79350992 -3458.81703873],0,548.2659249883609,False,,0.9362763917828714,1.0680606803465216
PROSPERO (BLACK ARROW),05580,STARLINK-4509,53404,[ 3608.96913449 -4510.16862212 -3808.89223755],0,541.0996011711195,False,,0.915218698275248,1.0926350192413292
PROSPERO (BLACK ARROW),05580,STARLINK-4492,53410,[ 3607.33252487 -4506.12987777 -3815.00555636],0,540.9827153543893,False,,0.9152473246810328,1.092600844638911
PROSPERO (BLACK ARROW),05580,STARLINK-4479,53415,[ 3605.75865186 -4502.25058977 -3820.86628941],0,540.8709360830062,False,,0.9151910187244534,1.092668065508061
COSMOS 457,05614,ONEWEB-0362,49288,[ 2121.72418512  5447.2669201  -4797.02693868],0,1184.135800615505,False,,26.243079058645293,0.0381052847406093
COSMOS 457,05614,ONEWEB-0376,49302,[ 2125.57507012  5450.25220588 -4791.94664825],0,1184.1472589556224,False,,26.261650849613275,0.03807833733402658
COSMOS 457,05614,ONEWEB-0501,54119,[ 2124.99832298  5449.805309   -4792.70794187],0,1184.1455417526213,False,,26.245609495021927,0.03810161086903593
COSMOS 457,05614,ONEWEB-0505,54123,[ 2126.60265377  5451.04825389 -4790.58989482],0,1184.150319425824,False,,26.249302350455714,0.03809625058407082
COSMOS 457,05614,ONEWEB-0507,54125,[ 2122.63258636  5447.97142792 -4795.82911996],0,1184.138502032507,False,,26.249089080030497,0.03809656011113808
COSMOS 457,05614,ONEWEB-0512,54130,[ 2123.8335294   5448.90253483 -4794.24499435],0,1184.1420748722949,False,,26.256239091058788,0.03808618578357388
COSMOS 457,05614,ONEWEB-0520,54138,[ 2126.31420709  5450.82482383 -4790.97078799],0,1184.1494602172652,False,,26.267132388488044,0.03807039098178318
COSMOS 457,05614,ONEWEB-0525,54143,[ 2126.51236532  5450.97831867 -4790.70912447],0,1184.1500504694177,False,,26.266025017755492,0.038071996022390635
COSMOS 457,05614,ONEWEB-0529,54145,[ 2123.2230417   5448.42925566 -4795.05034902],0,1184.140258446525,False,,26.241482153056968,0.03810760360894883
COSMOS 457,05614,ONEWEB-0641,55805,[ 2125.95841659  5450.54920396 -4791.4405577 ],0,1184.1484005407974,False,,26.266732541267363,0.03807097051104135
COSMOS 457,05614,ONEWEB-0645,55809,[ 2122.07412837  5447.53833918 -4796.56554645],0,1184.1368411694875,False,,26.231582666513557,0.03812198496420003
COSMOS 457,05614,ONEWEB-0646,55810,[ 2123.26992077  5448.46560148 -4794.98851206],0,1184.1403979138222,False,,26.225014824891975,0.03813153230521078
