Satellite 1,NORAD ID 1,Altitude Range [km],Satellite 2,NORAD ID 2,Altitude Range [km],"Conjunction Node Position [eci, km]",Collision Point A or B,Conjunction Point Altitude [km],Will they Collide?,Time Until Collision [days],Synodic Period [days],Collision Frequency [1/days]
OV1-4,2121,"[7258.702347306073, 7380.6850427335785]",NINGXIA-1 2,44780,"[7261.36945765978, 7272.5154940292305]",[ 1092.11320135 -6833.4617272   2224.93793708],0,890.924785780041,True,12.089549570607518,19.836694127079173,0.05041162572723722
OPS 7202 (DMSP 4A F3),2920,"[7189.734634922349, 7244.942946267124]",METEOR 1-10,5731,"[7211.093678160898, 7246.455397444922]",[1064.49356676  403.65009463 7125.29979476],0,837.5387907907152,True,0.018073064353989306,59.537480762714196,0.016796142315552216
OPS 7202 (DMSP 4A F3),2920,"[7189.734634922349, 7244.942946267124]",COSMOS 2227,22284,"[7210.780066085239, 7235.6380176819775]",[ 1116.08030742 -3007.02854543 -6481.19889497],0,853.3078792598362,True,37.880170720621855,57.91308923538036,0.01726725362440307
OPS 7202 (DMSP 4A F3),2920,"[7189.734634922349, 7244.942946267124]",COSMOS 2333,24297,"[7205.858130582102, 7240.226811267255]",[ 2218.54310045 -1143.29918245  6778.26599054],0,845.0171827406257,True,31.590833648970847,59.60810648129393,0.016776241672998245
COSMOS 198,3081,"[7264.307842314713, 7323.165379269159]",WILDFIRE 10,57766,"[7316.3799368869395, 7323.783467520549]",[ -218.23682252 -4023.03017579  6115.23462545],0,945.0107951966484,True,55.27014315490865,66.51231895786361,0.015034808824415106
COSMOS 220,3229,"[6984.46392966339, 7033.199138853704]",IRIDIUM 175,43928,"[7027.453830053247, 7030.432696208162]",[-2028.43422858 -1387.14970539 -6586.92555645],0,652.2483387322936,True,60.66362716985647,63.05903452988508,0.015858155892413444
COSMOS 256,3576,"[7547.854262959712, 7597.447553758556]",ONEWEB-0391,50471,"[7567.361134278942, 7569.940530482617]",[-4901.79525752  5419.59349021  1966.91642091],0,1189.4485167033617,True,11.54861179023817,75.90478361807386,0.013174400246388262
COSMOS 256,3576,"[7547.854262959712, 7597.447553758556]",ONEWEB-0442,51636,"[7567.375170223075, 7570.04995324239]",[-4905.25867459  5419.55480812  1958.48306959],0,1189.4777442034656,True,11.472721541106372,75.90478361807386,0.013174400246388262
OPS 7684,3605,"[7751.215281396076, 7840.421270765613]",COSMOS 2216,22187,"[7782.937782253585, 7792.767609926592]",[1135.55696217 1623.59576174 7528.08553833],0,1406.310615878103,True,27.665572252324075,51.693673757218875,0.0193447268750241
ESSA 9 (TOS-G),3764,"[7801.062071864343, 7880.503313952352]",COSMOS 739,7828,"[7798.337070395256, 7847.621840966044]",[  290.99351035  3942.1896145  -6727.49472372],0,1424.7292321877158,True,10.535315366126776,70.21515901027134,0.014241938836223617
COSMOS 272,3818,"[7554.615175479709, 7582.509869512621]",ONEWEB-0187,48221,"[7579.748037820104, 7582.330139733741]",[ 1425.5095029   1580.1344563  -7277.42936642],0,1204.0711497491902,True,26.436311506333777,30.71654531082369,0.03255574446543071
COSMOS 272,3818,"[7554.615175479709, 7582.509869512621]",ONEWEB-0199,48234,"[7579.7963713819645, 7582.29205113631]",[ 1426.60148255  1578.7214466  -7277.52276275],0,1204.0718310944349,True,24.312701354311177,30.71654531082369,0.03255574446543071
COSMOS 272,3818,"[7554.615175479709, 7582.509869512621]",ONEWEB-0374,49300,"[7579.827917072262, 7582.249300803956]",[ 1426.0762066   1579.40117174 -7277.477886  ],0,1204.0715034352233,True,25.071133197473056,61.5089339434025,0.01625780087361213
OPS 0054 (DMSP 5A F1),4331,"[7112.615731583817, 7195.645138587333]",STARLETTE,7646,"[7183.633492030448, 7485.389973744912]",[-3848.52703775 -5504.42530173  2558.3525798 ],0,809.006117067368,True,5.746021265075026,55.13266754559865,0.01813806667658387
DFH-1,4382,"[6801.791696695072, 8384.540044826788]",STARLINK-31210,59033,"[6866.996442780694, 6869.218962433259]",[-1064.9467552   5737.11920438 -3620.95140377],0,489.1723293609757,True,72.37132339384576,75.52752033332304,0.013240206954852137
COSMOS 337,4384,"[7843.826819364555, 7927.791762369993]",COSMOS 680,7438,"[7841.768145280033, 7867.424398542604]",[  933.92282897 -2648.09701646  7339.27285149],0,1479.951549240236,True,50.096991792824504,67.59439184682482,0.014794126741551178
NNSS 19 (TRANSIT 19),4507,"[7314.228945872322, 7572.456366640227]",WILDFIRE 9,57765,"[7317.327876476219, 7324.326587309909]",[1898.98139067 2703.95223287 6536.59100103],0,946.1042517923343,True,5.284839541072405,8.802301118856935,0.11360665654322216
COSMOS 385,4799,"[7348.5762858047065, 7352.866166712351]",COSMOS 1349,13127,"[7338.224222589062, 7383.255757700771]",[ -888.36157211 -2013.87228185 -7015.66944222],0,974.7186066956965,True,28.286953844578438,35.57035915947392,0.028113294991390522
COSMOS 417,5216,"[7719.133087997984, 7866.8272063431905]",COSMOS 1562,15001,"[7828.651909554988, 7852.694549946696]",[ 2693.8784737   6636.75605584 -3160.48737309],0,1450.796044243918,True,27.98345769775892,78.29058547427594,0.012772927855145132
COSMOS 457,5614,"[7557.331974309523, 7593.844795206379]",ONEWEB-0505,54123,"[7559.689675998099, 7562.333005562835]",[ 2126.59831931  5451.03714352 -4790.5801306 ],0,1183.997906186224,True,35.120532361392556,52.48072706022612,0.019054614065319914
COSMOS 457,5614,"[7557.331974309523, 7593.844795206379]",ONEWEB-0529,54145,"[7559.636196568471, 7562.377817709259]",[ 2123.21871413  5448.41815063 -4795.04057571],0,1183.9878452274315,True,6.943460668672844,52.48072706022612,0.019054614065319914
COSMOS 457,5614,"[7557.331974309523, 7593.844795206379]",ONEWEB-0645,55809,"[7559.604244460819, 7562.398790621703]",[ 2122.06980314  5447.52723596 -4796.55577005],0,1183.984427957359,True,34.13318277635764,52.48072706022612,0.019054614065319914
AUREOLE 1,5729,"[6760.628162335883, 7847.14245460765]",STARLINK-2499,48377,"[6924.618702704069, 6926.586959028601]",[   51.45046447 -4749.71738427  5038.88630911],0,546.6617419758204,True,1.748788505639162,61.47439645105924,0.016266934817263577
COSMOS 480,5905,"[7546.557571732322, 7574.290719583424]",ONEWEB-0571,55150,"[7562.904255888502, 7567.06953767387]",[-464.03613131  946.76245194 7489.05513137],0,1184.7748355468557,True,33.97103011074299,75.72102463986614,0.013206371740953871
COSMOS 504,6117,"[7696.537067951245, 7871.558266125537]",COSMOS 1434,13766,"[7806.861513308809, 7842.295900440761]",[ 4083.3146479  -2982.19276692  5958.69087835],0,1436.7800946748666,True,45.68147713545642,71.35296247297852,0.014014835058582208
COSMOS 506,6119,"[7757.243457604464, 7872.105103112026]",COSMOS 1016,10933,"[7846.559398229316, 7873.9177446009835]",[ 2508.5083677  -2976.15757912  6841.72901473],0,1493.2913378278654,True,37.700244010494835,54.984668428316716,0.018186887883186852
TRIAD 1,6173,"[7059.623639107178, 7134.558987447548]",IRIDIUM 71,25320,"[7131.00973570163, 7132.301991744137]",[ 3204.9732072   1726.52319474 -6132.68645246],0,753.6635247623553,True,60.67705357974667,66.38880706051644,0.015062780072075314
COSMOS 531,6266,"[7796.47759085816, 7844.507929193133]",COSMOS 1434,13766,"[7806.861513308809, 7842.295900440761]",[2486.34822885  109.35644929 7402.03728799],0,1431.0910259273787,True,39.53657691795379,79.66148883443039,0.012553117128885386
COSMOS 531,6266,"[7796.47759085816, 7844.507929193133]",COSMOS 1798,17142,"[7804.416851735989, 7847.633728593337]",[2623.253092    388.66231865 7344.2680928 ],0,1430.2424094256776,True,15.79694107486674,75.12078397086786,0.013311895152582593
COSMOS 566,6677,"[7808.414426773905, 7858.402539668734]",COSMOS 736,7825,"[7845.08111117357, 7862.063676117589]",[-5889.84075332 -1022.73814328 -5082.26587984],0,1468.2407555392592,True,13.99529725942006,62.21009436121867,0.01607456169723145
COSMOS 570,6681,"[7713.087176306124, 7855.761663963236]",GONETS M 17,46486,"[7852.573091561366, 7887.263691831965]",[ 4041.47739864   513.49316095 -6716.11909451],0,1477.018662468915,True,49.37740118755799,73.019474317091,0.013694976707959388
COSMOS 585,6825,"[7751.145283687204, 7779.1557346037935]",COSMOS 761,8285,"[7774.8670605279, 7857.716627558017]",[-5139.01604757  3826.96351281 -4407.63614721],0,1398.9056301858927,True,63.313083377304686,72.43318291293835,0.013805827105540262
COSMOS 589,6846,"[7790.854323325309, 7863.196387876988]",COSMOS 2064,20549,"[7838.505592789142, 7865.8201265127245]",[ -676.28232174  4699.74901884 -6247.53128365],0,1468.9418041819063,True,33.048505017599005,49.850827278874384,0.020059847641159943
COSMOS 590,6847,"[7808.638141160652, 7863.141456244507]",COSMOS 1361,13164,"[7837.093605916277, 7858.953490707746]",[-5180.93680613  2072.1731706   5503.33983267],0,1459.1301992183917,True,41.53476265933381,68.95099164871752,0.014503054649230704
COSMOS 621,6989,"[7782.330639751086, 7859.721255709065]",COSMOS 2166,21780,"[7780.971725598628, 7787.633531788265]",[ 1531.13067306 -1515.83314451  7478.41558439],0,1404.4596690311046,True,4.367279853025765,78.71360011863041,0.012704284882064668
COSMOS 626,7005,"[7276.367096847754, 7366.227233996712]",COSMOS 2135,21130,"[7295.117719746916, 7392.446331690169]",[3019.81721705 -513.5899552  6683.72162007],0,974.0875178620317,True,7.9549513756265355,15.730255884042894,0.06357175670704895
OPS 8579 (DMSP 5B F5),7218,"[7121.762327768663, 7201.957972988543]",NOAA 6,11416,"[7144.561915141037, 7157.96481293792]",[  824.95011987   870.27952942 -7047.46238797],0,770.6150078349292,True,30.100115486113005,62.76184292275505,0.01593324786894424
OPS 4547,7244,"[7143.408700670972, 7179.798240225012]",IRIDIUM 120,42805,"[7151.0727000504885, 7154.471697399322]",[ 1475.77358492  2100.98637376 -6677.73796801],0,776.1788852599839,True,23.739454786779998,37.696966853481726,0.026527333190671257
COSMOS 648,7272,"[7812.989589859816, 7864.924247236582]",COSMOS 976,10581,"[7830.523861321418, 7839.692504917304]",[ 1489.2700089  -1586.10721885 -7522.75027342],0,1452.9186724659248,True,32.983560250821135,79.94377607302684,0.012508791167013708
COSMOS 660,7337,"[6745.52167058645, 7420.297728420696]",STARLINK-2182,47764,"[6924.366940625639, 6926.801976121203]",[  135.82739449 -6924.31439397    29.69136454],0,547.5731068938076,True,3.286058254915873,22.040418233622752,0.045371189847681556
OPS 6983 (DMSP 5C F1),7411,"[7140.120969021708, 7200.823317999814]",IRIDIUM 28,24948,"[7142.491342376213, 7145.353197637578]",[ 757.91716608  954.76793564 7037.62225367],0,764.2818638649323,True,0.5059758226976786,62.665264997326936,0.015957803737727053
COSMOS 676,7433,"[7147.117561059703, 7166.890932392558]",HAIYANG 1C,43609,"[7146.146497581412, 7160.725199841087]",[ 2235.61011809 -2046.72489144  6480.19210533],0,775.877614426272,True,0.11900370360390686,69.74196086068156,0.0143385701758175
STARLETTE,7646,"[7183.633492030448, 7485.389973744912]",COSMOS 1372,13243,"[7303.4704670508145, 7335.012005233846]",[-2378.85785345  5301.60093206  4457.00019409],0,945.1674358304881,True,25.006389682436662,69.31377655521104,0.014427146372604043
COSMOS 713,7680,"[7771.275404791875, 7862.4780322173565]",COSMOS 1475,14173,"[7803.828906013231, 7839.022192414473]",[ 2493.31296021 -3781.8113352   6380.04372364],0,1446.4182211073212,True,0.9436906016605211,79.60624437107705,0.012561828634178415
COSMOS 717,7684,"[7855.071672782016, 7911.61890855197]",COSMOS 874,9591,"[7839.326232337597, 7892.1051847418985]",[ 5247.27641538 -2843.24476339 -5107.69263833],0,1477.2098829583556,True,63.94919593955935,71.916396712278,0.013905034814255007
COSMOS 761,8285,"[7774.8670605279, 7857.716627558017]",COSMOS 1038,11047,"[7852.648329432531, 7862.519026048508]",[ 1760.59957062 -3057.54342521  7019.74575349],0,1478.3961469254373,True,9.856377768977204,10.10885838128646,0.0989231387246657
COSMOS 773,8343,"[7141.419828652925, 7156.535627160812]",IRIDIUM 111,41926,"[7151.390746821676, 7154.134546572949]",[ 1839.93864487  -697.47249363 -6878.14088915],0,775.9292694177948,True,66.87327275218874,69.62467124533346,0.014362724909340584
COSMOS 773,8343,"[7141.419828652925, 7156.535627160812]",IRIDIUM 110,43481,"[7151.427803414621, 7154.094352744529]",[ 1840.45583324  -695.89431154 -6878.16102183],0,775.9279709878565,True,69.51900768325734,69.62467124533346,0.014362724909340584
UME 1 (ISS 1),8709,"[7360.348713302413, 7379.506102606649]",COSMOS 842,9025,"[7340.292513055132, 7379.510484180666]",[-4950.5274145   1107.0261141   5359.40799182],0,1001.3265659979115,True,10.37251883135201,35.63698184803254,0.02806073769839205
SSU 2,8836,"[7002.7952322431975, 7662.4112907985245]",ONEWEB-0013,45131,"[7600.110632509308, 7601.462052320989]",[-6091.20536244   193.97782295 -4542.72661555],0,1222.9665558506485,True,1.7989116795569784,64.80261517093747,0.015431475988464085
COSMOS 830,8894,"[7843.827273481831, 7868.599485510057]",COSMOS 2401,27869,"[7841.774731698244, 7876.066345576533]",[5309.79172989  928.79513815 5704.74896428],0,1470.4749389921917,True,6.269909170369707,80.20790029447127,0.012467599779181977
COSMOS 841,9022,"[7136.282212110501, 7156.047074280652]",ORBCOMM FM 23,25477,"[7150.6225251788355, 7152.042779843624]",[-5056.11422151  -252.20092665  5051.95013097],0,773.792561603882,True,51.98359881711406,64.22564423070867,0.015570104620637855
OPS 5721,9415,"[7164.715573463116, 7188.984810071597]",HEAD-1,43011,"[7166.989739980646, 7181.33663151951]",[1368.65038085 7032.01949481 -211.71632174],0,788.9632393792408,True,63.51889348600549,70.03224729928999,0.014279136234574873
COSMOS 890,9737,"[7349.964117376935, 7386.577053917014]",BADR B,27003,"[7359.239817699439, 7388.236305252387]",[  872.15796837 -1034.65222513  7259.46262588],0,1006.3712683529538,True,32.03698455067726,65.49456806904111,0.015268441788116685
COSMOS 921,10095,"[6933.853871181767, 6983.829488590036]",TK-2,52150,"[6939.427259674014, 6958.353257181867]",[ -837.93891965  1959.26167486 -6623.6572474 ],0,579.8571990983255,True,33.48080040016501,62.251863490062824,0.01606377614960279
COSMOS 921,10095,"[6933.853871181767, 6983.829488590036]",STARLINK-5345,56517,"[6938.377156113101, 6939.8926631773675]",[ 2247.5809136   5778.40718432 -3115.33489996],0,560.6612453684693,True,21.368599029842898,31.35996130702413,0.031887794446226435
COSMOS 921,10095,"[6933.853871181767, 6983.829488590036]",STARLINK-6251,57087,"[6938.205613203654, 6940.079181650959]",[ 2281.66987071  5803.09439101 -3043.44216344],0,560.484052635632,True,20.632950516963433,47.073374755106585,0.021243431243295738
COSMOS 921,10095,"[6933.853871181767, 6983.829488590036]",STARLINK-6259,57089,"[6938.238456972166, 6940.020425412664]",[ 2273.78982478  5797.44081819 -3060.16157244],0,560.5249068146732,True,4.919566542047401,31.35996130702413,0.031887794446226435
COSMOS 921,10095,"[6933.853871181767, 6983.829488590036]",STARLINK-6225,57092,"[6938.240496785536, 6940.037733816399]",[ 2282.6064222   5803.76417768 -3041.45098281],0,560.4792013514607,True,20.632947009655634,47.073374755106585,0.021243431243295738
COSMOS 921,10095,"[6933.853871181767, 6983.829488590036]",STARLINK-6235,57094,"[6938.2760991862815, 6939.98867705967]",[ 2284.67711598  5805.24343701 -3037.04545557],0,560.4684785091013,True,20.632939251751143,31.35996130702413,0.031887794446226435
COSMOS 921,10095,"[6933.853871181767, 6983.829488590036]",STARLINK-30324,57640,"[6938.532727840063, 6939.747077323015]",[ 2262.71511034  5789.44096141 -3083.5565567 ],0,560.5824318969762,True,36.27956916032281,47.073374755106585,0.021243431243295738
COSMOS 921,10095,"[6933.853871181767, 6983.829488590036]",BRO-15,60553,"[6955.590805294831, 6968.294958665869]",[ 1211.4790935  -1324.11251582  6721.36056735],0,578.7044833781383,True,49.72864689197209,66.8655891407764,0.0149553755952802
COSMOS 923,10120,"[7149.9122026234245, 7168.253773238504]",IRIDIUM 173,43925,"[7151.203856750857, 7154.333908413876]",[ -933.63734797 -5381.99838483  4616.07049898],0,773.4846457070962,True,41.20615333190425,52.678122543383225,0.018983212607405417
COSMOS 941,10287,"[7788.286925636497, 7838.19635057238]",COSMOS 1995,19786,"[7785.970802169778, 7792.641563984965]",[ 1682.53828491  1672.71504754 -7422.70806045],0,1414.52016306738,True,24.12337897616908,68.97047590177134,0.014498957516607732
COSMOS 941,10287,"[7788.286925636497, 7838.19635057238]",COSMOS 2328,23790,"[7781.285750196471, 7794.264856517047]",[ 5851.31057332  -438.30019445 -5121.3941899 ],0,1410.2274582355285,True,4.070008124776384,48.60549109109838,0.020573807147134044
OPS 8781,10502,"[6859.735937204498, 7654.442352440037]",STARLINK-3523,51729,"[6916.88167258004, 6919.278095451864]",[-1388.98006184 -4119.9184217   5379.96366383],0,539.0157695848475,True,30.584446439253973,32.54296569453859,0.030728606894233415
OPS 8781,10502,"[6859.735937204498, 7654.442352440037]",STARLINK-3525,51733,"[6917.057505897776, 6919.152308063609]",[-1387.72328073 -4121.7143368   5378.8221128 ],0,538.9456436549863,True,28.519353029599714,49.775783414622474,0.020090090630421564
OPS 8781,10502,"[6859.735937204498, 7654.442352440037]",STARLINK-30311,57637,"[6938.224795317861, 6940.019252273214]",[ 2869.45037644 -6205.29040691 -1186.36659274],0,560.6554157779001,True,46.536539019144044,58.39219227466441,0.01712557725690814
COSMOS 967,10512,"[7340.480615125797, 7375.815914723618]",COSMOS 1428,13757,"[7324.9127566341995, 7374.765244607611]",[-2190.50144236  2069.85064822 -6702.29108626],0,970.5556782808353,True,2.4917016176670894,42.89454395386676,0.023312988268985996
COSMOS 968,10520,"[7131.795426785249, 7158.728777753542]",AAUSAT3,39087,"[7131.889114213547, 7147.796684192972]",[-1185.47376519  1564.8403153  -6857.27801104],0,754.6278903472567,True,11.322502001198785,61.0828094228266,0.016371218178224473
COSMOS 983,10590,"[7839.213461028469, 7913.272197101602]",COSMOS 1088,11303,"[7841.036343315013, 7922.887364382491]",[-2227.97426535  -892.70658445  7530.62216514],0,1525.7269011012013,True,45.655151690280576,73.99312995919469,0.0135147682028247
SS 3,10594,"[6862.641294406579, 7679.180589173682]",STARLINK-5449,54780,"[6917.109915797783, 6919.1286230005935]",[ 3205.6199195  -3160.38389963  5251.93501017],0,539.0045203368445,True,22.88776610978119,61.77270035981565,0.01618838085716129
COSMOS 991,10692,"[7325.812916428377, 7377.568820141102]",COSMOS 1299,12783,"[7298.475935706448, 7344.0522689964055]",[-3065.37030539  -398.3266934  -6641.9586638 ],0,947.8969990688984,True,18.928296884559742,46.54104459141595,0.02148641073226879
COSMOS 1019,10936,"[7799.58566834095, 7863.420248956896]",COSMOS 1474,14172,"[7786.338362359735, 7839.113325435263]",[-5926.12644442  -675.03171336 -5040.35745037],0,1430.8223209829894,True,18.167441084934,66.41837444182082,0.015056074593875375
COSMOS 1023,10961,"[7132.643017607018, 7154.68550805641]",ENVISAT,27386,"[7137.183751052913, 7139.026809836324]",[-2550.33282693 -1290.85311649  6539.95283485],0,759.1931996269386,True,19.021493136811557,59.53228597025434,0.01679760794839385
COSMOS 1084,11299,"[7836.770199796754, 7840.165824139539]",COSMOS 1250,12320,"[7764.957291950298, 7847.191161499153]",[-2277.09568005  -391.45197488  7491.20608381],0,1461.2869568254473,True,13.358207668809406,25.659551397938998,0.03897184266753475
COSMOS 1086,11301,"[7840.729240299155, 7858.060704398102]",COSMOS 1723,16456,"[7774.779434722029, 7857.9093840536325]",[  505.65168675 -2133.36975379  7542.54351137],0,1476.601235969335,True,5.405891736594544,25.232603856326016,0.039631264600910064
OPS 5390,11389,"[7162.597719571701, 7179.198348520518]",QIANFAN-5,60383,"[7171.0248384357965, 7196.6467071029565]",[-1128.97742716   418.76283913  7070.67341145],0,794.3364114430378,True,39.434923926062964,51.82935093143887,0.019294086883758672
NOAA 6,11416,"[7144.561915141037, 7157.96481293792]",OSCAR 18 (WEBERSAT),20441,"[7147.899446477675, 7162.435885107499]",[ 1109.03555765    78.53487017 -7060.98875025],0,769.8480115390166,True,31.700948310982866,69.65806400216478,0.014355839690992888
COSMOS 1130,11538,"[7772.769474042362, 7856.042912198731]",COSMOS 1429,13761,"[7841.880703461071, 7894.312124344036]",[5484.15655769 -820.57266088 5563.37119818],0,1476.8239629683076,True,32.775263496365916,54.50442797996273,0.018347133197464737
COSMOS 1135,11543,"[7838.085293962081, 7867.253248703519]",COSMOS 1563,15002,"[7813.195921784309, 7852.491732696808]",[6831.64199255 1757.27894515 3430.96713569],0,1466.0262499357177,True,62.75557831968521,63.32136859448239,0.015792457146719608
COSMOS 1153,11680,"[7335.00252821827, 7387.61675274264]",BADR B,27003,"[7359.239817699439, 7388.236305252387]",[1009.61018954 -769.70177245 7274.18926305],0,1006.0070254099737,True,18.762563120892633,57.54483562597158,0.01737775404381679
COSMOS 1174,11765,"[6746.82299853344, 7453.20330710755]",STARLINK-2476,48134,"[6924.39783743359, 6926.784396132433]",[ 6021.89089971  2550.35976252 -2281.56620038],0,548.120954555111,True,9.201878715600722,65.25832918713954,0.015323714420152058
COSMOS 1174,11765,"[6746.82299853344, 7453.20330710755]",STARLINK-2481,48138,"[6924.702421668526, 6926.514160797513]",[ 6023.90207724  2548.88668508 -2277.24294388],0,547.904798535752,True,14.576897250857574,23.567421945091574,0.04243145484176608
COSMOS 1193,11876,"[7789.92471936344, 7849.834380571651]",COSMOS 2246,22647,"[7776.6191023417405, 7790.442653180645]",[3007.82947812  918.05496578 7127.20215646],0,1412.0410254835197,True,24.693166672324544,56.79196124080394,0.017608125835976925
COSMOS 1230,12109,"[7774.880339659257, 7840.229574650644]",GONETS D1 5,24729,"[7783.7710950028395, 7788.618779970918]",[ 1111.61497358 -6497.39500989 -4144.70404912],0,1408.4156016859197,True,16.901900234277697,77.1594363038915,0.012960177625734749
COSMOS 1241,12149,"[7364.966202096235, 7371.647782877022]",METEOR 3M,27001,"[7368.550809459612, 7388.857002609018]",[ 1192.41530784  6200.99958523 -3803.23970901],0,993.3541928695304,True,6.276267356072951,68.99200851030395,0.014494432349373481
METEOR 2-7,12456,"[7196.638469034879, 7267.370365035247]",ROCSAT 2,28254,"[7264.119415527119, 7266.22631565814]",[  695.97457902 -1197.60789149 -7131.41688976],0,886.5551567252023,True,30.79932355747434,51.78484044557855,0.01931067067882375
METEOR PRIRODA,12585,"[6800.1955523919305, 6814.969367846881]",ICEYE-X15,48917,"[6796.73385502673, 6805.97553578685]",[   85.91089875 -1834.59408396  6547.51935093],0,422.092833342982,True,2.1506517045316134,47.09968327803603,0.021231565276073297
COSMOS 1288,12637,"[7840.841865521294, 7867.77900859623]",COSMOS 2508,40921,"[7859.18650696247, 7880.630433562241]",[  -24.48269846  2771.31802619 -7356.0897811 ],0,1482.7064580816077,True,6.673455914507656,53.96030545514855,0.01853214120203959
COSMOS 1293,12642,"[7783.9838631445455, 7841.107635153172]",COSMOS 2302,23444,"[7787.28148627423, 7799.231665908009]",[7683.36178215 1323.20918088  195.87217897],0,1420.79220356912,True,32.480249107496995,64.26839622366967,0.01555974722816727
COSMOS 1304,12803,"[7279.201879011462, 7344.580422547039]",STERKH,35636,"[7289.810339226105, 7316.993601359534]",[  399.88541145   812.78095801 -7233.96900554],0,912.3244943821928,True,0.2698253576699087,41.26638634465146,0.024232797891439558
COSMOS 1354,13148,"[7153.11378689446, 7165.555278445333]",OPS 1294 (DMSP 5D-2 F7),14506,"[7162.835566712587, 7177.106677233762]",[ -238.3472751   1981.9959603  -6879.28031051],0,784.9360137793647,True,29.847169563293413,62.72864656531778,0.015941679834566888
COSMOS 1417,13617,"[7329.3558913458455, 7380.813535016202]",COSMOS 1745,16727,"[7335.978493787332, 7382.732479193003]",[-3373.23838931 -1097.94241773 -6467.88558975],0,998.702349330717,True,9.769653197223246,72.6572171924136,0.013763257645166373
SSD,13792,"[7006.707056530649, 7916.18892104222]",COSMOS 2256,22691,"[7776.929884839726, 7787.582236935868]",[-1994.56141626 -7505.82020392  -406.29344516],0,1398.7959777483175,True,25.591631738488143,46.102397998887675,0.02169084566976597
SSC,13874,"[6787.409975270185, 7939.484631534274]",STARLINK-5019,55407,"[6946.125004882857, 6950.127125496406]",[3386.07381866  262.73481594 6063.59481332],0,571.80598891101,True,66.99065916470154,72.78116720109877,0.013739818121313438
COSMOS 1461,14064,"[6868.868158889898, 6944.8796877910445]",STARLINK-31031,58711,"[6929.110961694372, 6931.142874906819]",[-3992.32131202  5593.76401945  -894.65682796],0,552.1758503381297,True,39.176191784807706,65.72126568868825,0.015215775130333759
COSMOS 1461,14064,"[6868.868158889898, 6944.8796877910445]",STARLINK-30856,58725,"[6929.201239361926, 6931.041879648132]",[-3993.43671014  5592.41888861  -898.21395463],0,552.1930132034176,True,0.10047548728199493,13.157476732443625,0.07600241447010932
GB 1,14143,"[6785.1723535941965, 7959.892502059842]",STARLINK-30708,57944,"[6852.491692903557, 6854.741049796633]",[6117.13878991 -795.39184371 2985.7767393 ],0,475.102956183875,True,1.3404918001221462,72.47841093759926,0.013797211984420521
