Satellite 1,NORAD ID 1,Altitude Range [km],Satellite 2,NORAD ID 2,Altitude Range [km],"Conjunction Node Position [eci, km]",Collision Point A or B,Conjunction Point Altitude [km],Will they Collide?,Time Until Collision [days],Synodic Period [days],Collision Frequency [1/days]
TIROS 5,309,"[6937.457022958638, 7210.181041935603]",STARLINK-6175,56882,"[6938.09334630379, 6940.170922464824]",[-4913.54636894  1597.26663837  4633.88805204],0,,False,,25.767127364881652,0.038809137931413835
TIROS 5,309,"[6937.457022958638, 7210.181041935603]",STARLINK-6169,56889,"[6938.116912039698, 6940.208375660555]",[-4912.55422811  1598.05053886  4634.66100975],0,,False,,49.20424853187507,0.020323448276060727
TIROS 5,309,"[6937.457022958638, 7210.181041935603]",STARLINK-30218,57604,"[6937.951122827041, 6940.2438006283965]",[-4914.4980151   1596.51450263  4633.14628699],0,,False,,67.91282770903649,0.01472475869042543
TIROS 5,309,"[6937.457022958638, 7210.181041935603]",STARLINK-30255,57606,"[6938.082428509322, 6940.162777465699]",[-4906.48807092  1602.8381454   4639.37881125],0,,False,,65.58282151114825,0.015247895362812541
TIROS 5,309,"[6937.457022958638, 7210.181041935603]",STARLINK-30244,57614,"[6938.118506369376, 6940.187761833964]",[-4906.12957861  1603.12079307  4639.65717798],0,,False,,37.48568794837836,0.026676848011355763
TIROS 5,309,"[6937.457022958638, 7210.181041935603]",STARLINK-30075,57616,"[6938.036474340898, 6940.218135965639]",[-4917.15343709  1594.41458905  4631.07466097],0,,False,,25.767127364881652,0.038809137931413835
TIROS 5,309,"[6937.457022958638, 7210.181041935603]",STARLINK-30148,57617,"[6938.0528709398195, 6940.217881177151]",[-4916.95839749  1594.56888669  4631.2269135 ],0,,False,,25.767127364881652,0.038809137931413835
TIROS 5,309,"[6937.457022958638, 7210.181041935603]",STARLINK-30294,57651,"[6938.121578639272, 6940.132537660725]",[-4907.58795594  1601.97075924  4638.52445109],0,,False,,25.767127364881652,0.038809137931413835
TIROS 5,309,"[6937.457022958638, 7210.181041935603]",STARLINK-30613,58077,"[6938.124431135159, 6940.128450851318]",[-4897.52466553  1609.89565691  4646.32409049],0,,False,,65.58282151114825,0.015247895362812541
TIROS 5,309,"[6937.457022958638, 7210.181041935603]",STARLINK-30610,58082,"[6938.134084992426, 6940.1131230442925]",[-4891.84399584  1614.35817945  4650.70989831],0,,False,,65.58282151114825,0.015247895362812541
TIROS 5,309,"[6937.457022958638, 7210.181041935603]",STARLINK-30609,58085,"[6938.08487453741, 6940.174940465549]",[-4890.79804941  1615.17897098  4651.51609402],0,,False,,25.767127364881652,0.038809137931413835
TIROS 5,309,"[6937.457022958638, 7210.181041935603]",STARLINK-30583,58086,"[6938.155614775737, 6940.106898485102]",[-4890.43816887  1615.46132     4651.79338722],0,,False,,25.767127364881652,0.038809137931413835
TIROS 5,309,"[6937.457022958638, 7210.181041935603]",STARLINK-30591,58088,"[6938.110543724465, 6940.143707972339]",[-4890.01652801  1615.79208345  4652.11820521],0,,False,,25.767127364881652,0.038809137931413835
TIROS 5,309,"[6937.457022958638, 7210.181041935603]",STARLINK-30615,58092,"[6938.058691033072, 6940.184837941711]",[-4888.8895815   1616.67592204  4652.98603646],0,,False,,65.58282151114825,0.015247895362812541
TIROS 5,309,"[6937.457022958638, 7210.181041935603]",STARLINK-30570,58095,"[6938.251847368458, 6940.0907277596625]",[-4888.41361129  1617.04912115  4653.35242389],0,,False,,60.922809115371784,0.016414213568292015
TIROS 5,309,"[6937.457022958638, 7210.181041935603]",STARLINK-30919,58411,"[6938.430075132952, 6939.819287894192]",[-4828.48924627  1663.59678382  4698.80416783],0,,False,,65.58282151114825,0.015247895362812541
TIROS 5,309,"[6937.457022958638, 7210.181041935603]",STARLINK-30908,58424,"[6938.378177654212, 6939.886745051309]",[-4828.8883544   1663.28960447  4698.50583182],0,,False,,25.767127364881652,0.038809137931413835
ALOUETTE 1 (S-27),424,"[7359.519011751286, 7394.627979932698]",COSMOS 1241,12149,"[7364.966202096235, 7371.647782877022]",[ 2344.4904755  -2020.45244149  6683.59452771],0,,False,,40.870639563305815,0.024467441926155048
TRANSIT 5B-2,704,"[7433.553915426137, 7483.313602091071]",HJS-4C,58693,"[7482.154591470407, 7483.711041496235]",[-1302.31337498 -5072.58921731  5345.35121046],0,,False,,60.46809762955741,0.01653764611756514
TIROS 8,716,"[7015.820550003529, 7051.218847944525]",ENMAP,52159,"[7019.555726973565, 7021.4021129295115]",[ 3945.32248566 -1576.86474619  5587.9008204 ],0,,False,,48.716430466719636,0.0205269554936531
SECOR 1B,729,"[7277.181370731891, 7296.827134196533]",GGSE 5,2834,"[7276.4785668657305, 7290.935268355804]",[ 5551.11037177  3836.00474497 -2727.88542645],0,,False,,71.65075580453318,0.013956586902279855
SECOR 1B,729,"[7277.181370731891, 7296.827134196533]",COSMOS 2414,28521,"[7282.626484873861, 7340.5591594409425]",[-2217.94156727  1659.80038655 -6742.05575369],0,,False,,71.07754975809691,0.014069140022459532
OPS 4412 (TRANSIT 9),801,"[7180.898255372766, 7246.4445592481525]",OPS 6026 (DMSP 4A F1),2418,"[7040.017156656454, 7207.633644506738]",[ -961.64960742   376.96778578 -7107.56807528],0,,False,,48.34174760037438,0.02068605397278305
OPS 4467 A,812,"[7181.74795252137, 7190.696236273315]",PROBA V,39159,"[7186.2449684334715, 7192.519861405212]",[ 1038.86891944   934.81016062 -7052.79056831],0,,False,,70.16946967561448,0.01425121216709898
OPS 4467 B,813,"[7184.857937047432, 7193.352583823162]",XSAT,37389,"[7173.700786545521, 7195.179388631375]",[ 1075.53238006   895.13428533 -7054.83808584],0,,False,,70.2117026848264,0.014242639926977758
EXPLORER 20,870,"[7227.35057630966, 7370.004690389]",METEOR 1-26,9481,"[7218.1827663456115, 7250.13024831328]",[1345.10806731 -117.06301059 7122.97364829],0,,False,,64.2815810672528,0.015556555756675899
CALSPHERE 1,900,"[7336.1200481708465, 7375.064968264857]",COSMOS 2142,21230,"[7334.696145048726, 7391.458106611752]",[ -532.12344016  -786.12008948 -7309.53405123],0,,False,,47.66807055750976,0.020978403117733434
EXPLORER 25 (INJUN-4),932,"[6901.050452892702, 8646.725157673405]",STARLINK-5599,55766,"[6946.056517688917, 6950.205941659279]",[ 3537.0333289  -1512.54290996 -5783.90616773],0,,False,,69.71325287984519,0.014344474812035492
EXPLORER 25 (INJUN-4),932,"[6901.050452892702, 8646.725157673405]",STARLINK-5591,55771,"[6946.088517135869, 6950.148997737715]",[ 3534.32013075 -1510.14537573 -5786.01037145],0,,False,,39.15942630623241,0.025536635602877694
SECOR 3,1208,"[7269.030754327415, 7299.459960884279]",COSMOS 1176 FUEL CORE,11971,"[7261.625095558383, 7300.961554617838]",[ 1719.98252496 -4628.015224   -5337.56311016],0,,False,,71.61006867507604,0.01396451670137905
OPS 4988 (GREB 6),1271,"[7267.139661282885, 7297.4237580006]",OPS 1509 (TRANSIT 10),1864,"[7263.374542013339, 7423.661509966622]",[ 1310.44418987 -2691.96557516 -6632.23747787],0,,False,,51.6099833647256,0.01937609615048782
PORCUPINE 1,1272,"[7271.642192071107, 7307.1342232542165]",NINGXIA-1 2,44780,"[7261.36945765978, 7272.5154940292305]",[ 5664.13195319 -1522.82739417 -4299.36106319],0,,False,,46.38079002692364,0.021560650420562235
GGSE 3,1292,"[7253.317392882553, 7278.298694097681]",TIANQI 28,59912,"[7270.461668856666, 7285.323125131327]",[ 2288.10340438  5049.56380484 -4715.05100592],0,,False,,57.2847031215407,0.01745666723415332
DODECAPOLE 2,1510,"[7230.00552571072, 7279.8279408849685]",ROCSAT 2,28254,"[7264.119415527119, 7266.22631565814]",[ 1410.6073042    546.9644807  -7105.59526622],0,,False,,67.26322689479926,0.014866964404845097
OPS 8464 (TRANSIT 5B-7),1514,"[7448.67097712085, 7556.082504922054]",YAOGAN 15,38354,"[7547.847153517053, 7585.39423873537]",[-1384.76636417 -1604.40525497 -7245.44792617],0,,False,,58.90745732332666,0.016975779390905943
OPS 8464 (TRANSIT 5B-7),1514,"[7448.67097712085, 7556.082504922054]",YAOGAN 16A,39011,"[7179.991561218328, 7752.56397754096]",[ 2316.1061298   2707.16706921 -6618.83876111],0,,False,,72.15602142272796,0.013858857241330886
COSMOS 80,1570,"[7751.65999945469, 7909.983554137958]",COSMOS 2115,21029,"[7781.448682547842, 7786.452205893387]",[-2025.03307603 -4912.69165642 -5690.83153708],0,,False,,79.42026503438815,0.012591244810968717
COSMOS 82,1572,"[7803.1222942378545, 7922.821890998197]",COSMOS 2408,28419,"[7845.756386396686, 7870.627563998187]",[ 6240.32408277  -530.2478162  -4755.22412448],0,,False,,80.31142703276595,0.012451528218917264
COSMOS 86,1584,"[7666.297272755691, 8002.71247902745]",COSMOS 738,7827,"[7845.269501741469, 7884.154210099512]",[ 2161.98670571 -4097.30627839 -6379.34198052],0,,False,,55.51359833936719,0.01801360441250401
COSMOS 89,1587,"[7756.908709979258, 8020.9030564552395]",COSMOS 1198,11881,"[7849.632246679988, 7883.57191469691]",[ 2251.07873544 -3926.12368798 -6442.06185928],0,,False,,18.96663410025662,0.05272416785783145
A-1 (ASTERIX),1778,"[6903.689343548228, 8014.288003072069]",YAOGAN-40 01B,57832,"[7225.736802577331, 7228.435396526903]",[-6597.30054852  -519.21131892  2902.26328254],0,,False,,27.529040363193797,0.036325276392016756
ALOUETTE 2,1804,"[6876.97812035153, 8995.965269474453]",FIRST-MOVE,39439,"[6897.568382899501, 6954.046959295767]",[-1224.23633715   -54.83271769  6807.61136331],0,,False,,44.5477501610177,0.022447822760644547
EXPLORER 31 (ISIS-X),1806,"[6878.271554964737, 9171.085982661532]",COSMOS 2221,22236,"[6954.155275300916, 6975.743832938868]",[ 1273.1011736    681.72015073 -6817.28325568],0,,False,,76.26027311425918,0.013112987393865228
OPS 1593 (TRANSIT 11),1952,"[7220.348405843338, 7545.10269034308]",YAOGAN-31 A,43275,"[7303.001340929817, 7629.781398734999]",[-3379.01211658  1130.01183309 -6607.69257513],0,,False,,13.07902464852662,0.076458300742835
OPS 1593 (TRANSIT 11),1952,"[7220.348405843338, 7545.10269034308]",YAOGAN-31 B,43276,"[7302.998246220246, 7629.793432432556]",[-3378.80727322  1129.94490097 -6607.81273383],0,,False,,13.07902464852662,0.076458300742835
ESSA 1 (OT-3),1982,"[7051.823925020363, 7164.395055013763]",HEAD-3B,57627,"[7071.821613937745, 7079.286323374677]",[-6011.07276713  3279.70058262 -1787.0175613 ],0,,False,,39.96749860315345,0.025020329891776105
OPS 1117 (TRANSIT 12),2119,"[7247.997488675533, 7465.109987842016]",SSU 2,8836,"[7002.7952322431975, 7662.4112907985245]",[ 1298.72142203 -2992.60916904  6490.50501763],0,,False,,14.82651312961449,0.0674467416079509
OV1-4,2121,"[7258.702347306073, 7380.6850427335785]",NINGXIA-1 2,44780,"[7261.36945765978, 7272.5154940292305]",[ 1092.11320135 -6833.4617272   2224.93793708],0,,False,,19.836694127079173,0.05041162572723722
OV1-5,2122,"[7359.55100372136, 7430.2477206035055]",COSMOS 1861,18129,"[7355.841614403671, 7371.126734853366]",[-1892.14761478 -6301.14319751 -3298.23633811],0,,False,,68.6333558476822,0.01457017491931033
OAO 1,2142,"[7153.833763853893, 7163.109711531595]",KITSAT B,22828,"[7154.596147028007, 7170.3220422161585]",[ 4802.68107859 -4413.4263137   2953.32229455],0,,False,,69.76341207270207,0.014334161278663906
OPS 1527 (OV3-1),2150,"[6706.9229291490365, 9052.829905527886]",PAKTES 1A,43529,"[6944.945915613497, 6978.440012802896]",[ 642.23621461 -742.94266343 6880.09585743],0,,False,,11.44101869802845,0.08740480427431893
ESSA 3 (TOS-A),2435,"[7761.877877966316, 7861.20160578426]",COSMOS 979,10586,"[7812.447500269202, 7839.396845864375]",[1301.14005682 1958.37923441 7469.07127837],0,,False,,28.867477527747536,0.03464105926951172
OPS 6073 (DMSP 4A F2),2669,"[7138.725012885181, 7210.476761437504]",HAIYANG 3A,58349,"[7145.165082881272, 7161.414495966927]",[-1697.66554947  -508.63230379  6921.92107113],0,,False,,46.96954811653098,0.02129039005269989
DIADEME 1,2674,"[6890.193075808654, 7219.64943247149]",SACI 1,25941,"[7081.976042206474, 7095.525480411639]",[ 1101.13456897 -6546.89341087  2471.30587344],0,,False,,66.82180291585789,0.014965175382340424
DIADEME 1,2674,"[6890.193075808654, 7219.64943247149]",STARLINK-5077,55391,"[6946.772844460836, 6951.690120657895]",[ 5195.80396645 -4411.76277508 -1350.74262906],0,,False,,8.941426130722556,0.11183898243749066
OPS 5712 (P/L 160),2826,"[7058.260229548267, 7066.0752243549105]",CHEOPS,44874,"[7058.764885220596, 7072.146858642033]",[-1137.42060131  4595.53570568 -5237.58515733],0,,False,,68.36035088806473,0.014628362596286694
SURCAL 150B,2909,"[6978.869886662272, 6982.875511416982]",LT-1 O1B,51822,"[6977.141765538858, 6979.046785276043]",[ 1064.25314179 -3034.67741392 -6193.78432756],0,,False,,67.1833753036773,0.014884634710296623
OPS 7202 (DMSP 4A F3),2920,"[7189.734634922349, 7244.942946267124]",METEOR 1-10,5731,"[7211.093678160898, 7246.455397444922]",[1064.49356676  403.65009463 7125.29979476],0,,False,,59.537480762714196,0.016796142315552216
OPS 7202 (DMSP 4A F3),2920,"[7189.734634922349, 7244.942946267124]",COSMOS 2227,22284,"[7210.780066085239, 7235.6380176819775]",[ 1116.08030742 -3007.02854543 -6481.19889497],0,,False,,57.91308923538036,0.01726725362440307
OPS 7202 (DMSP 4A F3),2920,"[7189.734634922349, 7244.942946267124]",COSMOS 2333,24297,"[7205.858130582102, 7240.226811267255]",[ 2218.54310045 -1143.29918245  6778.26599054],0,,False,,59.60810648129393,0.016776241672998245
OPS 7202 (DMSP 4A F3),2920,"[7189.734634922349, 7244.942946267124]",ORBCOMM FM 3,25158,"[7124.569875010269, 7191.178187595963]",[-4507.99786151  5574.54420984  -548.77247801],0,,False,,67.87131555512259,0.014733764799178478
ESSA 6 (TOS-D),3035,"[7784.578283694272, 7860.45670338159]",COSMOS 682,7440,"[7827.566023682226, 7842.628214383855]",[-4789.45438334  -805.52844999  6157.01792685],0,,False,,66.22440725015996,0.01510017290487088
ESSA 6 (TOS-D),3035,"[7784.578283694272, 7860.45670338159]",COSMOS 793,8609,"[7792.714737405097, 7866.239792504835]",[-7392.31235152   248.02955857  2539.89679089],0,,False,,59.769320622888046,0.016730991578596935
COSMOS 198,3081,"[7264.307842314713, 7323.165379269159]",WILDFIRE 1,57764,"[7315.840620121403, 7323.516034815586]",[ -230.37892037 -4013.43239011  6121.09015816],0,,False,,54.027806014316404,0.018508987755953256
COSMOS 198,3081,"[7264.307842314713, 7323.165379269159]",WILDFIRE 10,57766,"[7316.3799368869395, 7323.783467520549]",[ -218.23682252 -4023.03017579  6115.23462545],0,,False,,66.51231895786361,0.015034808824415106
COSMOS 198,3081,"[7264.307842314713, 7323.165379269159]",WILDFIRE 8,57768,"[7317.2795468682025, 7324.120008740581]",[ -230.93500747 -4012.99231297  6121.35759351],0,,False,,65.00556739571137,0.015383297770676383
COSMOS 203,3129,"[7557.235733917551, 7577.178351357718]",COSMOS 457,5614,"[7557.331974309523, 7593.844795206379]",[-2722.99964312  -384.86214385 -7040.45373868],0,,False,,45.72123770784997,0.021871673868275616
COSMOS 220,3229,"[6984.46392966339, 7033.199138853704]",LATINSAT B,27606,"[6996.326235585901, 7047.549869290828]",[-1994.02099916  2421.94361242  6254.76299882],0,,False,,48.32498358935459,0.02069322999667377
COSMOS 220,3229,"[6984.46392966339, 7033.199138853704]",IRIDIUM 175,43928,"[7027.453830053247, 7030.432696208162]",[-2028.43422858 -1387.14970539 -6586.92555645],0,,False,,63.05903452988508,0.015858155892413444
ESSA 7 (TOS-E),3345,"[7806.855725213902, 7848.439319912767]",COSMOS 535,6270,"[7758.814805099741, 7844.4737385466515]",[-668.3289717  2066.05272372 7537.83618018],0,,False,,79.69106329229909,0.012548458493170019
ESSA 7 (TOS-E),3345,"[7806.855725213902, 7848.439319912767]",COSMOS 1161,11696,"[7844.145644749026, 7877.436094080999]",[1283.49834921 5140.56321246 5789.91563953],0,,False,,50.49493800202736,0.019803965299647466
COSMOS 249,3504,"[6900.968109046058, 8403.867793559333]",STARLINK-2566,48287,"[6924.336198032651, 6926.768452009199]",[-1216.71124197 -4650.32755087 -4987.21684604],0,,False,,12.41426867108193,0.08055246962146244
COSMOS 249,3504,"[6900.968109046058, 8403.867793559333]",STARLINK-2540,48290,"[6924.416957115593, 6926.634510455551]",[-1214.94883053 -4649.50759662 -4988.33137617],0,,False,,59.681018331785175,0.016755746264929525
COSMOS 249,3504,"[6900.968109046058, 8403.867793559333]",STARLINK-2542,48292,"[6924.551071978229, 6926.589959938126]",[-1210.60341008 -4647.48424113 -4991.07702323],0,,False,,12.41426867108193,0.08055246962146244
COSMOS 249,3504,"[6900.968109046058, 8403.867793559333]",STARLINK-2550,48293,"[6924.497275477562, 6926.533376983472]",[-1213.41415971 -4648.79327976 -4989.30143745],0,,False,,47.26674966070325,0.021156521385082304
COSMOS 249,3504,"[6900.968109046058, 8403.867793559333]",STARLINK-3716,52092,"[6917.0609916049925, 6919.180703832733]",[ -966.94964922 -4530.26450729 -5139.71924468],0,,False,,15.575666282972358,0.06420271093591809
COSMOS 249,3504,"[6900.968109046058, 8403.867793559333]",STARLINK-3673,52093,"[6917.100728193877, 6919.142957761925]",[ -965.06581259 -4529.32957898 -5140.82813468],0,,False,,15.575666282972358,0.06420271093591809
COSMOS 249,3504,"[6900.968109046058, 8403.867793559333]",STARLINK-3714,52094,"[6917.065904696657, 6919.195305296875]",[ -965.84748531 -4529.7175679  -5140.36809032],0,,False,,66.08092081439263,0.015132961037404262
COSMOS 249,3504,"[6900.968109046058, 8403.867793559333]",STARLINK-3665,52098,"[6917.0751306101, 6919.153332125204]",[ -964.96875455 -4529.28139827 -5140.88524966],0,,False,,15.575666282972358,0.06420271093591809
COSMOS 249,3504,"[6900.968109046058, 8403.867793559333]",STARLINK-3702,52100,"[6917.187207183159, 6919.138129055568]",[ -964.02328195 -4528.81199441 -5141.44153911],0,,False,,34.929588248447914,0.028629023419548462
COSMOS 249,3504,"[6900.968109046058, 8403.867793559333]",STARLINK-3747,52306,"[6917.134786679565, 6919.071855609486]",[ -961.13420821 -4527.37695941 -5143.14042884],0,,False,,74.1000757323586,0.013495262860619616
COSMOS 249,3504,"[6900.968109046058, 8403.867793559333]",STARLINK-3749,52313,"[6917.0355016447875, 6919.184266574792]",[ -963.65993178 -4528.63157076 -5141.65528291],0,,False,,15.575666282972358,0.06420271093591809
OPS 4078 (DMSP 4B F2),3510,"[7152.60931477474, 7196.002386281074]",OPS 9845 (DMSP 5D-2 F6),13736,"[7161.2055851753885, 7172.702813101647]",[1095.73758137 -532.87458626 7060.51735189],0,,False,,45.496755712645545,0.021979589189082688
COSMOS 256,3576,"[7547.854262959712, 7597.447553758556]",ONEWEB-0391,50471,"[7567.361134278942, 7569.940530482617]",[-4901.79525752  5419.59349021  1966.91642091],0,,False,,75.90478361807386,0.013174400246388262
COSMOS 256,3576,"[7547.854262959712, 7597.447553758556]",ONEWEB-0442,51636,"[7567.375170223075, 7570.04995324239]",[-4905.25867459  5419.55480812  1958.48306959],0,,False,,75.90478361807386,0.013174400246388262
OPS 7684,3605,"[7751.215281396076, 7840.421270765613]",COSMOS 2216,22187,"[7782.937782253585, 7792.767609926592]",[1135.55696217 1623.59576174 7528.08553833],0,1406.310615878103,True,27.665572252324075,51.693673757218875,0.0193447268750241
ESSA 8 (TOS-F),3615,"[7789.028928773203, 7839.357020044179]",COSMOS 1193,11876,"[7789.92471936344, 7849.834380571651]",[4370.36829302 4274.97571434 4832.2318237 ],0,,False,,72.96133557207929,0.013705889457191874
ESSA 8 (TOS-F),3615,"[7789.028928773203, 7839.357020044179]",GLOBALSTAR M075,37192,"[7791.824962378888, 7792.454567271886]",[4035.00807305 4138.54808821 5225.32224647],0,,False,,56.1730675178713,0.01780212554142344
OPS 2644,3673,"[7765.818310506813, 7801.75761629142]",COSMOS 2161,21732,"[7768.928356912348, 7784.662369290975]",[ 4995.73936018 -3643.91321051 -4703.72631307],0,,False,,58.614078923557884,0.017060747492153885
OPS 2644,3673,"[7765.818310506813, 7801.75761629142]",COSMOS 2213,22184,"[7784.652273539737, 7790.826393283265]",[ 318.60314117 1304.84009367 7668.44562122],0,,False,,79.10132108442359,0.01264201389168603
ESSA 9 (TOS-G),3764,"[7801.062071864343, 7880.503313952352]",COSMOS 739,7828,"[7798.337070395256, 7847.621840966044]",[  290.99351035  3942.1896145  -6727.49472372],0,,False,,70.21515901027134,0.014241938836223617
ESSA 9 (TOS-G),3764,"[7801.062071864343, 7880.503313952352]",COSMOS 1232,12111,"[7788.184098256938, 7840.131054994833]",[ 1037.81935853  1885.62478947 -7498.26175221],0,,False,,31.268937554688033,0.03198061968850214
COSMOS 272,3818,"[7554.615175479709, 7582.509869512621]",ONEWEB-0183,48219,"[7579.78961435615, 7582.31410462536]",[ 1425.65861676  1579.94151584 -7277.44214354],0,,False,,30.71654531082369,0.03255574446543071
COSMOS 272,3818,"[7554.615175479709, 7582.509869512621]",ONEWEB-0187,48221,"[7579.748037820104, 7582.330139733741]",[ 1425.5095029   1580.1344563  -7277.42936642],0,,False,,30.71654531082369,0.03255574446543071
COSMOS 272,3818,"[7554.615175479709, 7582.509869512621]",ONEWEB-0182,48228,"[7579.854184112288, 7582.249796541232]",[ 1426.05857254  1579.42399005 -7277.47637784],0,,False,,30.71654531082369,0.03255574446543071
COSMOS 272,3818,"[7554.615175479709, 7582.509869512621]",ONEWEB-0199,48234,"[7579.7963713819645, 7582.29205113631]",[ 1426.60148255  1578.7214466  -7277.52276275],0,1204.0718310944349,True,24.312701354311177,30.71654531082369,0.03255574446543071
COSMOS 272,3818,"[7554.615175479709, 7582.509869512621]",ONEWEB-0207,48242,"[7579.811687075031, 7582.275526247196]",[ 1426.35389889  1579.04183386 -7277.50162203],0,,False,,30.71654531082369,0.03255574446543071
COSMOS 272,3818,"[7554.615175479709, 7582.509869512621]",ONEWEB-0366,49292,"[7579.782086878638, 7582.2974758781]",[ 1425.74855375  1579.82514343 -7277.44984638],0,,False,,30.71654531082369,0.03255574446543071
COSMOS 272,3818,"[7554.615175479709, 7582.509869512621]",ONEWEB-0374,49300,"[7579.827917072262, 7582.249300803956]",[ 1426.0762066   1579.40117174 -7277.477886  ],0,,False,,61.5089339434025,0.01625780087361213
COSMOS 272,3818,"[7554.615175479709, 7582.509869512621]",ONEWEB-0379,49305,"[7579.782212661161, 7582.302151082415]",[ 1425.98842099  1579.51476503 -7277.47037707],0,,False,,30.71654531082369,0.03255574446543071
COSMOS 272,3818,"[7554.615175479709, 7582.509869512621]",ONEWEB-0383,49309,"[7579.94389655616, 7582.133300503415]",[ 1426.27604336  1579.1425813  -7277.49496985],0,,False,,61.5089339434025,0.01625780087361213
COSMOS 272,3818,"[7554.615175479709, 7582.509869512621]",ONEWEB-0652,55814,"[7579.813640604396, 7582.286579150237]",[ 1425.63128388  1579.97688249 -7277.43980203],0,,False,,30.71654531082369,0.03255574446543071
COSMOS 272,3818,"[7554.615175479709, 7582.509869512621]",ONEWEB-0653,55815,"[7579.93812825412, 7582.141178377373]",[ 1426.3225239   1579.08243418 -7277.49894152],0,,False,,30.71654531082369,0.03255574446543071
COSMOS 272,3818,"[7554.615175479709, 7582.509869512621]",ONEWEB-0661,55821,"[7579.859989965745, 7582.232857496372]",[ 1424.84772509  1580.99069666 -7277.37257096],0,,False,,30.71654531082369,0.03255574446543071
OPS 1127 (DMSP 4B F3),4047,"[7138.681557411167, 7200.875082469658]",IRS 1D,24971,"[7113.8154020762495, 7187.369255004548]",[-166.07073425 1785.18878704 6959.99691393],0,,False,,52.096926954085056,0.019194990155203144
